"lineages";"p-value"
"1";"crassa_BA_veg";"0.0291350678036193"
"2";"crassa_sa_veg";"0.104523547897011"
"3";"L1_BA_veg";"2.09167524101855e-10"
"4";"L1_sa_veg";"5.79059030624057e-05"
"5";"L10_BA_veg";"6.01303709030007e-12"
"6";"L10_sa_veg";"0.000933415017963586"
"7";"L6_BA_veg";"8.44637979402696e-05"
"8";"L6_sa_veg";"4.54917417339177e-06"
"9";"sito_BA_veg";"0.000657129185351956"
"10";"sito_sa_veg";"0.00172760447800318"
