"lineages";"p-value"
"1";"crassa_BA_veg";"0.965341129499067"
"2";"crassa_sa_veg";"0.915237074585654"
"3";"L1_BA_veg";"0.288364486553696"
"4";"L1_sa_veg";"0.955620747496302"
"5";"L10_BA_veg";"0.145902193316906"
"6";"L10_sa_veg";"0.78695250855654"
"7";"L6_BA_veg";"0.701944428472311"
"8";"L6_sa_veg";"0.879640107207949"
"9";"sito_BA_veg";"0.971311575394132"
"10";"sito_sa_veg";"0.90433920061551"
