"lineages";"p-value"
"1";"crassa_BA_veg";"0.999842133835396"
"2";"crassa_sa_veg";"1"
"3";"L1_BA_veg";"0.982361423830082"
"4";"L1_sa_veg";"0.989208987823748"
"5";"L10_BA_veg";"0.886075581726394"
"6";"L10_sa_veg";"0.998713890703744"
"7";"L6_BA_veg";"0.879348541834443"
"8";"L6_sa_veg";"0.994959131183616"
"9";"sito_BA_veg";"0.968345704750546"
"10";"sito_sa_veg";"0.993657098590642"
