"Geneid" "Allel" "Tissue" "Value" "k_value"
"225" "Ntsc3898" "BA" "veg" 0.410391340834062 5.35071473946347
"226" "Ntsc3898" "BA" "sex" 0.6 -0.24908400473571
"227" "Ntsc3898" "sa" "veg" -0.718184846459608 -12.343576084214
"228" "Ntsc3898" "sa" "sex" -0.737864787372622 -9.99496507713806
"229" "Ntsc1434" "BA" "veg" 0.205195670417031 0.984677162071886
"230" "Ntsc1434" "BA" "sex" -0.410391340834062 -5.47184258331719
"231" "Ntsc1434" "sa" "veg" -0.359092423229804 -1.36972833253369
"232" "Ntsc1434" "sa" "sex" -0.102597835208515 0.197265674336025
"233" "Ntsc1433" "BA" "veg" -0.6 -6.25527308005485
"234" "Ntsc1433" "BA" "sex" 0.1 0.807337359020881
"235" "Ntsc1433" "sa" "veg" -0.410391340834062 -3.479094657683
"236" "Ntsc1433" "sa" "sex" -0.8 -4.63335075352111
"237" "Ntsc3897" "BA" "veg" -0.9 -6.00009858235685
"238" "Ntsc3897" "BA" "sex" 0.718184846459608 7.40783444184563
"239" "Ntsc3897" "sa" "veg" -0.368932393686311 -1.63427639162993
"240" "Ntsc3897" "sa" "sex" -0.66688592885535 -4.70827304794976
"241" "Ntsc1432" "BA" "veg" -0.2 -7.63654940975412
"242" "Ntsc1432" "BA" "sex" -0.1 -14.8606522436463
"243" "Ntsc1432" "sa" "veg" 0.6 28.5293109834614
"244" "Ntsc1432" "sa" "sex" 0.3 4.15252632722787
"245" "Ntsc3896" "BA" "veg" 0.4 3.29587538661078
"246" "Ntsc3896" "BA" "sex" 0.9 8.15849311789009
"247" "Ntsc3896" "sa" "veg" -0.0512989176042577 -0.983011176013125
"248" "Ntsc3896" "sa" "sex" 0.153896752812773 3.75503318705566
"249" "Ntsc1428" "BA" "veg" -0.205195670417031 -0.823925773745443
"250" "Ntsc1428" "BA" "sex" 0.335410196624968 1.55156374519198
"251" "Ntsc1428" "sa" "veg" -0.1 -0.426282134763307
"252" "Ntsc1428" "sa" "sex" -0.316227766016838 -0.671268612027254
"253" "Ntsc1431" "BA" "veg" 0.205195670417031 1.62928581190634
"254" "Ntsc1431" "BA" "sex" 0.335410196624968 1.79607587718271
"255" "Ntsc1431" "sa" "veg" 0.410391340834062 2.33679146191922
"256" "Ntsc1431" "sa" "sex" -0.2 0.757898720231175
"257" "Ntsc1430" "BA" "veg" 0.6 5.99233301744475
"258" "Ntsc1430" "BA" "sex" 0.615587011251092 5.73842057018211
"259" "Ntsc1430" "sa" "veg" -0.4 0.313703680027217
"260" "Ntsc1430" "sa" "sex" 0.9 5.88076376750086
"261" "Ntsc1429" "BA" "veg" -0.153896752812773 -10.0298032552219
"262" "Ntsc1429" "BA" "sex" 0.7 13.9991434028382
"263" "Ntsc1429" "sa" "veg" -0.6 -6.39406487810773
"264" "Ntsc1429" "sa" "sex" -0.1 4.5731733068134
"265" "Ntsc3895" "BA" "veg" -0.3 -7.38900280210462
"266" "Ntsc3895" "BA" "sex" -0.5 -8.55460203874123
"267" "Ntsc3895" "sa" "veg" -0.5 -2.80775861828389
"268" "Ntsc3895" "sa" "sex" -0.1 -3.69857805339943
"269" "Ntsc1426" "BA" "veg" NA NA
"270" "Ntsc1426" "BA" "sex" 0.288675134594813 0.536787132517831
"271" "Ntsc1426" "sa" "veg" -0.353553390593274 -0.96659132890808
"272" "Ntsc1426" "sa" "sex" -0.353553390593274 -1.58574962597089
"273" "Ntsc1427" "BA" "veg" 0.6 9.43838050274516
"274" "Ntsc1427" "BA" "sex" -0.6 -8.78916018585464
"275" "Ntsc1427" "sa" "veg" -0.6 -9.59381283574232
"276" "Ntsc1427" "sa" "sex" -0.6 -12.5997556524282
