"Geneid" "Tissue" "Value" "k_value"
"1" "Ntsc3922" "veg" -0.378055808657845 -7.76223778913409
"2" "Ntsc3922" "sex" 0.183493960854393 4.03551298470009
"3" "Ntsc1443" "veg" 0.631949412714044 3.45529065256249
"4" "Ntsc1443" "sex" 0.527272727272727 12.4342731051744
"5" "Ntsc3921" "veg" -0.0304883716659552 4.24197197128788
"6" "Ntsc3921" "sex" 0.559273100185659 7.07905748911596
"7" "Ntsc1442" "veg" 0.0858960366795788 0.0541893815899328
"8" "Ntsc1442" "sex" 0.147709789175199 -1.35414048648689
"9" "Ntsc3920" "veg" 0.221564683762799 6.66635964517073
"10" "Ntsc3920" "sex" 0.313883301997299 9.42620145645973
"11" "Ntsc3909" "veg" -0.4085441803238 -3.74239219108146
"12" "Ntsc3909" "sex" 0.0790277206784084 -0.0456653150014983
"13" "Ntsc3931" "veg" 0.37690143708164 4.84055746482683
"14" "Ntsc3931" "sex" -0.166173512822099 1.11028306231457
"15" "Ntsc3919" "veg" 0.055048188256318 1.25413226950825
"16" "Ntsc3919" "sex" -0.0670744176651015 -4.25725208614719
"17" "Ntsc3930" "veg" 0.0121581108736013 -1.7764277189747
"18" "Ntsc3930" "sex" 0.224925051161624 2.23204201561967
"19" "Ntsc1441" "veg" 0.0666666666666667 -0.483617278758077
"20" "Ntsc1441" "sex" 0.309090909090909 7.74423135908805
"21" "Ntsc3908" "veg" -0.56535215562246 -37.3732172248437
"22" "Ntsc3908" "sex" -0.554888364320385 -12.5737016251141
"23" "Ntsc3929" "veg" -0.948332648140901 -2.98436721604155
"24" "Ntsc3929" "sex" 0.781818181818182 3.61623994275522
"25" "Ntsc3918" "veg" 0.500009295321665 1.52170401319275
"26" "Ntsc3918" "sex" -0.224925051161624 -0.190906416137195
"27" "Ntsc3917" "veg" 0.345454545454545 3.67768986222187
"28" "Ntsc3917" "sex" 0.396348831657418 8.5487708992707
"29" "Ntsc1438" "veg" -0.481564061274813 -2.20975806164169
"30" "Ntsc1438" "sex" -0.599413605457685 -3.50565460504561
"31" "Ntsc1437" "veg" 0.58537673598634 4.12730050192064
"32" "Ntsc1437" "sex" 0.172328087371066 2.97342108187344
"33" "Ntsc3928" "veg" 0.411073889823699 17.7125770132327
"34" "Ntsc3928" "sex" 0.644379876300868 4.79012663415688
"35" "Ntsc3916" "veg" -0.0370433893288318 -0.459547252400252
"36" "Ntsc3916" "sex" 0.0797606054881803 -0.260813545760846
"37" "Ntsc1440" "veg" -0.395138603392042 -4.38930629701726
"38" "Ntsc1440" "sex" -0.0790277206784084 -0.56596633526217
"39" "Ntsc3927" "veg" 0.704326732473038 4.09494364340629
"40" "Ntsc3927" "sex" -0.0304883716659552 -3.05174592290646
"41" "Ntsc3935" "veg" -0.0440565365362127 0.0499700105438499
"42" "Ntsc3935" "sex" 0.641966675241957 0.408778630777943
"43" "Ntsc3926" "veg" NA NA
"44" "Ntsc3926" "sex" NA NA
"45" "Ntsc1436" "veg" 0.363119898389032 2.67218414955858
"46" "Ntsc1436" "sex" -0.194529773977621 -2.83551559934468
"47" "Ntsc7887" "veg" 0.21192131773525 0.00437739175053713
"48" "Ntsc7887" "sex" 0.180179841103089 0.011366333235867
"49" "Ntsc3934" "veg" -0.166944727848041 -0.00116231583092802
"50" "Ntsc3934" "sex" 0.609824172926526 0.0142123255070946
"51" "Ntsc3925" "veg" -0.338501600193165 -1.04853903072691
"52" "Ntsc3925" "sex" -0.31486880929507 -3.82733555835464
"53" "Ntsc3933" "veg" 0.370126072738172 -0.369900619956258
"54" "Ntsc3933" "sex" 0.28571560552963 1.00356779113233
"55" "Ntsc7886" "veg" 0.145712694862562 -0.00020338519121909
"56" "Ntsc7886" "sex" 0.184062935741955 -0.000198687685056264
"57" "Ntsc3924" "veg" -0.243906973327642 -3.38603161942363
"58" "Ntsc3924" "sex" -0.0972648869888103 -1.77892800370707
"59" "Ntsc1447" "veg" -0.315863657932915 -0.00179926914735803
"60" "Ntsc1447" "sex" -0.508513380930983 -1.25411897578525
"61" "Ntsc1439" "veg" 0.480245379507251 7.35266587588361
"62" "Ntsc1439" "sex" -0.140678703321702 -1.49688417857775
"63" "Ntsc3923" "veg" 0.397570248517852 2.92557797753023
"64" "Ntsc3923" "sex" -0.684848484848485 -2.36606364133443
"65" "Ntsc3907" "veg" -0.304883716659552 -6.52808861235406
"66" "Ntsc3907" "sex" 0.0566441184037021 1.15827308466397
"67" "Ntsc3915" "veg" -0.166173512822099 -0.530519159876299
"68" "Ntsc3915" "sex" -0.543303043489533 -6.54063288605699
"69" "Ntsc3914" "veg" -0.206350781828638 0.711959404924786
"70" "Ntsc3914" "sex" -0.0364743326208039 -0.102430928069378
"71" "Ntsc3906" "veg" 0.587787075511879 31.7525514242508
"72" "Ntsc3906" "sex" 0.523138836662164 9.16567648994454
"73" "Ntsc7885" "veg" -0.0306771559569924 -0.126670093395291
"74" "Ntsc7885" "sex" 0.225613950328069 5.10837008316936
"75" "Ntsc1435" "veg" NA NA
"76" "Ntsc1435" "sex" NA NA
"77" "Ntsc7884" "veg" -0.768306965982071 -0.00743660930966848
"78" "Ntsc7884" "sex" 0.259303725301823 0.0111274889384672
"79" "Ntsc7889" "veg" NA NA
"80" "Ntsc7889" "sex" NA NA
"81" "Ntsc3905" "veg" -0.686933264358473 -5.05403075120304
"82" "Ntsc3905" "sex" 0.419454825139245 4.12565117173171
"83" "Ntsc3913" "veg" 0.466666666666667 4.61077719355149
"84" "Ntsc3913" "sex" 0.200608829414421 1.28507396589058
