"Geneid" "Allel" "Tissue" "Value" "k_value"
"1" "Ntsc3922" "BA" "veg" -0.621285957190007 -10.5624579833335
"2" "Ntsc3922" "BA" "sex" 0.174574312188794 6.73527851899531
"3" "Ntsc3922" "sa" "veg" 0.0763762615825973 -2.07588490050319
"4" "Ntsc3922" "sa" "sex" 0.0654653670707977 -5.36910969969721
"5" "Ntsc1443" "BA" "veg" 0.207095319063336 1.92833583368541
"6" "Ntsc1443" "BA" "sex" 0.665564565219777 13.0180018027239
"7" "Ntsc1443" "sa" "veg" 0.774673510337773 8.92513643570498
"8" "Ntsc1443" "sa" "sex" 0.196396101212393 12.9139852801757
"9" "Ntsc3921" "BA" "veg" -0.0727632202114423 -9.18026613719303
"10" "Ntsc3921" "BA" "sex" 0.480079358519183 21.5029633326032
"11" "Ntsc3921" "sa" "veg" 0.185485206700593 16.7423934978756
"12" "Ntsc3921" "sa" "sex" 0.28368325730679 4.53311161509594
"13" "Ntsc1442" "BA" "veg" -0.15526475085203 -1.61150964113231
"14" "Ntsc1442" "BA" "sex" -0.335830247129734 -4.68890382641563
"15" "Ntsc1442" "sa" "veg" 0.2518726853473 1.09910842669246
"16" "Ntsc1442" "sa" "sex" 0.430982150483158 2.94242846019471
"17" "Ntsc3920" "BA" "veg" 0.534633831078181 11.058131481639
"18" "Ntsc3920" "BA" "sex" -0.207095319063336 -7.05279886693092
"19" "Ntsc3920" "sa" "veg" 0.531731224622078 16.4948515857292
"20" "Ntsc3920" "sa" "sex" 0.414613991448385 13.59325120361
"21" "Ntsc3909" "BA" "veg" -0.291052880845769 -2.96117158934136
"22" "Ntsc3909" "BA" "sex" 0.59330010326253 5.13130694362204
"23" "Ntsc3909" "sa" "veg" -0.403703096936586 -4.16853354217304
"24" "Ntsc3909" "sa" "sex" 0.0654653670707977 -0.591519088044686
"25" "Ntsc3931" "BA" "veg" 0.20149814827784 4.49932453905789
"26" "Ntsc3931" "BA" "sex" 0 4.22886606748158
"27" "Ntsc3931" "sa" "veg" 0.57827740912538 6.02412843629193
"28" "Ntsc3931" "sa" "sex" -0.261861468283191 0.424100891076957
"29" "Ntsc3919" "BA" "veg" -0.235081172990814 -3.82639528154419
"30" "Ntsc3919" "BA" "sex" -0.163663417676994 -8.30893564582974
"31" "Ntsc3919" "sa" "veg" 0.556455620101781 10.3439197558002
"32" "Ntsc3919" "sa" "sex" -0.305505046330389 -7.01327170948258
"33" "Ntsc3930" "BA" "veg" -0.327326835353989 -7.03515987449845
"34" "Ntsc3930" "BA" "sex" 0.0981980506061965 1.69570182920383
"35" "Ntsc3930" "sa" "veg" 0.109108945117996 0.675038267175454
"36" "Ntsc3930" "sa" "sex" 0.240039679259592 4.0761710081248
"37" "Ntsc1441" "BA" "veg" 0.28368325730679 1.02002240264443
"38" "Ntsc1441" "BA" "sex" 0.501901147542782 9.88747014758659
"39" "Ntsc1441" "sa" "veg" -0.29459415181859 -3.02372548018352
"40" "Ntsc1441" "sa" "sex" 0.0763762615825973 4.99617055052022
"41" "Ntsc3908" "BA" "veg" 0.35262175948622 66.941471779744
"42" "Ntsc3908" "BA" "sex" -0.545544725589981 -10.5236422059009
"43" "Ntsc3908" "sa" "veg" -0.971069611550166 -38.8702121070765
"44" "Ntsc3908" "sa" "sex" -0.490990253030983 -16.2483480006766
"45" "Ntsc3929" "BA" "veg" -0.840138877408571 -6.86100705518146
"46" "Ntsc3929" "BA" "sex" 0.698297248755175 3.296742029016
"47" "Ntsc3929" "sa" "veg" -0.338237729865788 -0.602446174145764
"48" "Ntsc3929" "sa" "sex" 0.774673510337773 4.0022538280165
"49" "Ntsc3918" "BA" "veg" 0.54292556619307 7.96403649448747
"50" "Ntsc3918" "BA" "sex" -0.327326835353989 -0.1750177964166
"51" "Ntsc3918" "sa" "veg" 0.676475459731576 3.05381213611223
"52" "Ntsc3918" "sa" "sex" 0.0872871560943969 -0.409212597839132
"53" "Ntsc3917" "BA" "veg" 0.207306995724193 3.41606941087346
"54" "Ntsc3917" "BA" "sex" 0.755618056041901 31.9859395127366
"55" "Ntsc3917" "sa" "veg" 0.545544725589981 5.21923816001127
"56" "Ntsc3917" "sa" "sex" 0.554119907764061 9.06489996757225
"57" "Ntsc1438" "BA" "veg" -0.643742776196177 -1.92033331515523
"58" "Ntsc1438" "BA" "sex" -0.676475459731576 -4.15759719653675
"59" "Ntsc1438" "sa" "veg" -0.561142541945407 -4.75535953623651
"60" "Ntsc1438" "sa" "sex" -0.174574312188794 -1.44269513118165
"61" "Ntsc1437" "BA" "veg" 0.710840689757936 7.27094559105589
"62" "Ntsc1437" "BA" "sex" 0.486953858338114 7.07326851995933
"63" "Ntsc1437" "sa" "veg" 0.240678343776309 1.99758254181647
"64" "Ntsc1437" "sa" "sex" -0.163663417676994 -0.608174239530688
"65" "Ntsc3928" "BA" "veg" 0.316415940842189 13.0656031449424
"66" "Ntsc3928" "BA" "sex" 0.916515138991168 10.0106671593419
"67" "Ntsc3928" "sa" "veg" 0.688452006615954 37.7792990140569
