"Geneid" "Allel" "Tissue" "Value"
"264" "Ntsc1429" "sa" "sex" 0.194822628504247
"265" "Ntsc3895" "BA" "veg" -0.437643423697224
"266" "Ntsc3895" "BA" "sex" -0.531415727374146
"267" "Ntsc3895" "sa" "veg" -0.583978681351757
"268" "Ntsc3895" "sa" "sex" -0.31646350969874
"269" "Ntsc1426" "BA" "veg" NA
"270" "Ntsc1426" "BA" "sex" 0.179780161121433
"271" "Ntsc1426" "sa" "veg" -0.305688035028529
"272" "Ntsc1426" "sa" "sex" -0.460443396113343
"273" "Ntsc1427" "BA" "veg" 0.462773537740175
"274" "Ntsc1427" "BA" "sex" -0.500565568235449
"275" "Ntsc1427" "sa" "veg" -0.822688555546562
"276" "Ntsc1427" "sa" "sex" -0.649062882629801
"277" "Ntsc3894" "BA" "veg" -0.0781346266401831
"278" "Ntsc3894" "BA" "sex" -0.129673070061431
"279" "Ntsc3894" "sa" "veg" -0.511184063235628
"280" "Ntsc3894" "sa" "sex" -0.300791719489073
"281" "Ntsc3893" "BA" "veg" 0.727296667170862
"282" "Ntsc3893" "BA" "sex" 0.790140234122753
"283" "Ntsc3893" "sa" "veg" 0.68749505124251
"284" "Ntsc3893" "sa" "sex" 0.194090238889883
"285" "Ntsc3892" "BA" "veg" -0.536836505941839
"286" "Ntsc3892" "BA" "sex" -0.461797223952627
"287" "Ntsc3892" "sa" "veg" -0.163122065464021
"288" "Ntsc3892" "sa" "sex" -0.264664303071466
"289" "Ntsc1425" "BA" "veg" 0.265718675171303
"290" "Ntsc1425" "BA" "sex" -0.641961331784657
"291" "Ntsc1425" "sa" "veg" 0.948897516325368
"292" "Ntsc1425" "sa" "sex" 0.310468259235598
"293" "Ntsc3891" "BA" "veg" 0.409939997240322
"294" "Ntsc3891" "BA" "sex" 0.395482320583123
"295" "Ntsc3891" "sa" "veg" 0.935559791365913
"296" "Ntsc3891" "sa" "sex" 0.204712909400178
"297" "Ntsc1424" "BA" "veg" -0.151035720130639
"298" "Ntsc1424" "BA" "sex" -0.0423913806722636
"299" "Ntsc1424" "sa" "veg" -0.65957172662844
"300" "Ntsc1424" "sa" "sex" -0.319026359072935
"301" "Ntsc3890" "BA" "veg" -0.00863562755055793
"302" "Ntsc3890" "BA" "sex" -0.527673201596605
"303" "Ntsc3890" "sa" "veg" -0.220650062424361
"304" "Ntsc3890" "sa" "sex" -0.606293290039632
"305" "Ntsc3888" "BA" "veg" -0.199558314718636
"306" "Ntsc3888" "BA" "sex" 0.173834377580583
"307" "Ntsc3888" "sa" "veg" 0.808199630057523
"308" "Ntsc3888" "sa" "sex" 0.311049840040666
"309" "Ntsc3887" "BA" "veg" 0.502714054834159
"310" "Ntsc3887" "BA" "sex" -0.692700710326638
"311" "Ntsc3887" "sa" "veg" 0.41014475289936
"312" "Ntsc3887" "sa" "sex" 0.451418708387278
"313" "Ntsc3889" "BA" "veg" 0.470847578331831
"314" "Ntsc3889" "BA" "sex" -0.594792685085601
"315" "Ntsc3889" "sa" "veg" 0.0315766886364931
"316" "Ntsc3889" "sa" "sex" -0.135954651195546
"317" "Ntsc3877" "BA" "veg" 0.475711212572698
"318" "Ntsc3877" "BA" "sex" 0.737203719729325
"319" "Ntsc3877" "sa" "veg" -0.0380961186321857
"320" "Ntsc3877" "sa" "sex" 0.82517800561318
"321" "Ntsc3874" "BA" "veg" 0.836568291554307
"322" "Ntsc3874" "BA" "sex" 0.155591780849926
"323" "Ntsc3874" "sa" "veg" -0.276383305652614
"324" "Ntsc3874" "sa" "sex" -0.757624542921385
"325" "Ntsc3883" "BA" "veg" 0.644288029728698
"326" "Ntsc3883" "BA" "sex" 0.421471494397641
"327" "Ntsc3883" "sa" "veg" -0.337897410566602
"328" "Ntsc3883" "sa" "sex" -0.47856080448817
"329" "Ntsc1423" "BA" "veg" -0.912010674062065
"330" "Ntsc1423" "BA" "sex" 0.208392467428029
"331" "Ntsc1423" "sa" "veg" -0.183299936519425
"332" "Ntsc1423" "sa" "sex" -0.0782541006974052
"333" "Ntsc3881" "BA" "veg" 0.711982408068361
"334" "Ntsc3881" "BA" "sex" 0.0351186824167438
"335" "Ntsc3881" "sa" "veg" -0.819584029253549
"336" "Ntsc3881" "sa" "sex" 0.331119664296514
