"Geneid" "Allel" "Tissue" "Value"
"204" "Ntsc3901" "sa" "sex" 0.0327326835353989
"205" "Ntsc1444" "BA" "veg" 0.425540428261118
"206" "Ntsc1444" "BA" "sex" -0.322030594359765
"207" "Ntsc1444" "sa" "veg" -0.741940826802374
"208" "Ntsc1444" "sa" "sex" -0.141841628653395
"209" "Ntsc3911" "BA" "veg" 0.523722936566382
"210" "Ntsc3911" "BA" "sex" -0.490990253030983
"211" "Ntsc3911" "sa" "veg" -0.707317198325913
"212" "Ntsc3911" "sa" "sex" 0.141841628653395
"213" "Ntsc3910" "BA" "veg" -0.0872871560943969
"214" "Ntsc3910" "BA" "sex" 0.35262175948622
"215" "Ntsc3910" "sa" "veg" -0.793575393243707
"216" "Ntsc3910" "sa" "sex" 0.856367130180821
"217" "Ntsc3900" "BA" "veg" 0.218217890235992
"218" "Ntsc3900" "BA" "sex" 0.621920987172578
"219" "Ntsc3900" "sa" "veg" 0.120019839629796
"220" "Ntsc3900" "sa" "sex" 0.408593467341176
"221" "Ntsc3899" "BA" "veg" -0.512812042054582
"222" "Ntsc3899" "BA" "sex" -0.316415940842189
"223" "Ntsc3899" "sa" "veg" -0.534633831078181
"224" "Ntsc3899" "sa" "sex" -0.392792202424786
"225" "Ntsc3898" "BA" "veg" 0.162317952779371
"226" "Ntsc3898" "BA" "sex" 0.250950573771391
"227" "Ntsc3898" "sa" "veg" -0.716437860543432
"228" "Ntsc3898" "sa" "sex" -0.70156665199806
"229" "Ntsc1434" "BA" "veg" 0.537328395407574
"230" "Ntsc1434" "BA" "sex" -0.430982150483158
"231" "Ntsc1434" "sa" "veg" -0.35262175948622
"232" "Ntsc1434" "sa" "sex" -0.0335830247129734
"233" "Ntsc1433" "BA" "veg" -0.523722936566382
"234" "Ntsc1433" "BA" "sex" 0.0327326835353989
"235" "Ntsc1433" "sa" "veg" -0.397399125770185
"236" "Ntsc1433" "sa" "sex" -0.741940826802374
"237" "Ntsc3897" "BA" "veg" -0.752851721314174
"238" "Ntsc3897" "BA" "sex" 0.727632202114423
"239" "Ntsc3897" "sa" "veg" -0.166765843507736
"240" "Ntsc3897" "sa" "sex" -0.705243518972441
"241" "Ntsc1432" "BA" "veg" -0.250950573771391
"242" "Ntsc1432" "BA" "sex" -0.0981980506061965
"243" "Ntsc1432" "sa" "veg" 0.621920987172578
"244" "Ntsc1432" "sa" "sex" 0.141841628653395
"245" "Ntsc3896" "BA" "veg" 0.414613991448385
"246" "Ntsc3896" "BA" "sex" 0.709208143266975
"247" "Ntsc3896" "sa" "veg" 0.123137757280902
"248" "Ntsc3896" "sa" "sex" 0.341427417915229
"249" "Ntsc1428" "BA" "veg" -0.307844393202256
"250" "Ntsc1428" "BA" "sex" 0.280571270972703
"251" "Ntsc1428" "sa" "veg" 0.152752523165195
"252" "Ntsc1428" "sa" "sex" -0.0345032779671177
"253" "Ntsc1431" "BA" "veg" 0.0671660494259467
"254" "Ntsc1431" "BA" "sex" 0.25617376914899
"255" "Ntsc1431" "sa" "veg" 0.733229372899919
"256" "Ntsc1431" "sa" "sex" -0.141841628653395
"257" "Ntsc1430" "BA" "veg" 0.665564565219777
"258" "Ntsc1430" "BA" "sex" 0.526134053836583
"259" "Ntsc1430" "sa" "veg" -0.130930734141595
"260" "Ntsc1430" "sa" "sex" 0.905604244479368
"261" "Ntsc1429" "BA" "veg" -0.184706635921354
"262" "Ntsc1429" "BA" "sex" 0.403703096936586
"263" "Ntsc1429" "sa" "veg" -0.741940826802374
"264" "Ntsc1429" "sa" "sex" 0.0327326835353989
"265" "Ntsc3895" "BA" "veg" -0.403703096936586
"266" "Ntsc3895" "BA" "sex" -0.512812042054582
"267" "Ntsc3895" "sa" "veg" -0.370970413401187
"268" "Ntsc3895" "sa" "sex" -0.28368325730679
"269" "Ntsc1426" "BA" "veg" NA
"270" "Ntsc1426" "BA" "sex" 0.28347335475692
"271" "Ntsc1426" "sa" "veg" -0.694365074829413
"272" "Ntsc1426" "sa" "sex" -0.347182537414707
"273" "Ntsc1427" "BA" "veg" 0.57827740912538
"274" "Ntsc1427" "BA" "sex" -0.589188303637179
"275" "Ntsc1427" "sa" "veg" -0.261861468283191
"276" "Ntsc1427" "sa" "sex" -0.643742776196177
"277" "Ntsc3894" "BA" "veg" -0.185485206700593
"278" "Ntsc3894" "BA" "sex" 0.0763762615825973
"279" "Ntsc3894" "sa" "veg" -0.632831881684378
"280" "Ntsc3894" "sa" "sex" -0.517549169506766
"281" "Ntsc3893" "BA" "veg" 0.763762615825973
"282" "Ntsc3893" "BA" "sex" 0.805992593111361
"283" "Ntsc3893" "sa" "veg" 0.327326835353989
"284" "Ntsc3893" "sa" "sex" 0.218289660634327
"285" "Ntsc3892" "BA" "veg" -0.163663417676994
"286" "Ntsc3892" "BA" "sex" -0.381881307912987
"287" "Ntsc3892" "sa" "veg" 0.0654653670707977
"288" "Ntsc3892" "sa" "sex" -0.240039679259592
"289" "Ntsc1425" "BA" "veg" 0.141841628653395
"290" "Ntsc1425" "BA" "sex" -0.349148624377588
"291" "Ntsc1425" "sa" "veg" 0.916515138991168
"292" "Ntsc1425" "sa" "sex" 0.207306995724193
"293" "Ntsc3891" "BA" "veg" 0.347024588700725
"294" "Ntsc3891" "BA" "sex" 0.0981980506061965
"295" "Ntsc3891" "sa" "veg" 0.741940826802374
"296" "Ntsc3891" "sa" "sex" 0.29459415181859
"297" "Ntsc1424" "BA" "veg" -0.130930734141595
"298" "Ntsc1424" "BA" "sex" 0.279858539274778
"299" "Ntsc1424" "sa" "veg" -0.285455710060274
"300" "Ntsc1424" "sa" "sex" -0.0727632202114423
"301" "Ntsc3890" "BA" "veg" 0.492551029123609
"302" "Ntsc3890" "BA" "sex" -0.03659625273557
"303" "Ntsc3890" "sa" "veg" -0.163663417676994
"304" "Ntsc3890" "sa" "sex" 0.0109108945117996
"305" "Ntsc3888" "BA" "veg" -0.520536883051087
"306" "Ntsc3888" "BA" "sex" 0.503745370694601
"307" "Ntsc3888" "sa" "veg" 0.889950154893794
