"geneID" "distance" "met_veg" "met_sex"
"Ntsc5275" "Ntsc5275" 69823 NA NA
"Ntsc5300" "Ntsc5300" 71837 0.245080500894454 0.26654740608229
"Ntsc5252" "Ntsc5252" 84500 0.262032085561497 0.25668449197861
"Ntsc5276" "Ntsc5276" 90486 0.186234817813765 0.214574898785425
"Ntsc5253" "Ntsc5253" 93446 0.224089635854342 0.26890756302521
"Ntsc5254" "Ntsc5254" 99570 0.2375 0.233333333333333
"Ntsc5255" "Ntsc5255" 106343 0.227154046997389 0.27154046997389
"Ntsc5277" "Ntsc5277" 110714 0.298305084745763 0.267796610169492
"Ntsc5278" "Ntsc5278" 115646 0.251612903225806 0.241935483870968
"Ntsc1866" "Ntsc1866" 119164 0.275510204081633 0.290816326530612
"Ntsc5256" "Ntsc5256" 123471 0.241379310344828 0.254310344827586
"Ntsc5279" "Ntsc5279" 126809 0.278169014084507 0.278169014084507
"Ntsc5257" "Ntsc5257" 120614 0.28099173553719 0.247933884297521
"Ntsc1869" "Ntsc1869" 117298 0.25748502994012 0.266467065868263
"Ntsc5294" "Ntsc5294" 107487 0.215277777777778 0.263888888888889
"Ntsc5280" "Ntsc5280" 94811 0.235127478753541 0.254957507082153
"Ntsc1870" "Ntsc1870" 87125 0.258215962441315 0.241784037558685
"Ntsc5281" "Ntsc5281" 84161 0.3 0.291304347826087
"Ntsc5301" "Ntsc5301" 78352 0.242209631728045 0.264872521246459
"Ntsc5282" "Ntsc5282" 75351 0.259124087591241 0.251824817518248
"Ntsc5258" "Ntsc5258" 71421 0.213270142180095 0.265402843601896
"Ntsc1871" "Ntsc1871" 67945 0.262658227848101 0.25
"Ntsc1864" "Ntsc1864" 66291 0.258064516129032 0.274193548387097
"Ntsc5259" "Ntsc5259" 63646 0.226086956521739 0.21304347826087
"Ntsc1872" "Ntsc1872" 61442 0.220238095238095 0.273809523809524
"Ntsc1873" "Ntsc1873" 60263 0.176470588235294 0.226890756302521
"Ntsc7977" "Ntsc7977" 56717 0.265060240963855 0.296385542168675
"Ntsc5302" "Ntsc5302" 53156 0.318435754189944 0.29608938547486
"Ntsc5260" "Ntsc5260" 49350 0.271954674220963 0.288951841359773
"Ntsc5283" "Ntsc5283" 48169 0.185185185185185 0.148148148148148
"Ntsc5284" "Ntsc5284" 43575 0.271428571428571 0.28
"Ntsc5296" "Ntsc5296" 26870 0.22680412371134 0.280927835051546
"Ntsc5261" "Ntsc5261" 18534 0.251533742331288 0.245398773006135
"Ntsc5285" "Ntsc5285" 14834 0.236009732360097 0.260340632603406
"Ntsc5286" "Ntsc5286" 10445 0.208791208791209 0.203296703296703
"Ntsc7978" "Ntsc7978" 6431 0.188264058679707 0.210268948655257
"Ntsc1865" "Ntsc1865" 77 0.254054054054054 0.275675675675676
"Ntsc5262" "Ntsc5262" 1199 0.243781094527363 0.263681592039801
"Ntsc5303" "Ntsc5303" 3601 0.247978436657682 0.234501347708895
"Ntsc5287" "Ntsc5287" 11615 0.24203821656051 0.235668789808917
"Ntsc1874" "Ntsc1874" 14658 0.240157480314961 0.27755905511811
"Ntsc5288" "Ntsc5288" 18723 0.196428571428571 0.214285714285714
"Ntsc1867" "Ntsc1867" 21078 0.289473684210526 0.276315789473684
"Ntsc5304" "Ntsc5304" 23236 0.273170731707317 0.195121951219512
"Ntsc5297" "Ntsc5297" 27109 0.230769230769231 0.25515947467167
"Ntsc5305" "Ntsc5305" 28238 0.226950354609929 0.24822695035461
"Ntsc5263" "Ntsc5263" 34113 0.248587570621469 0.265536723163842
"Ntsc5289" "Ntsc5289" 36241 0.2 0.233333333333333
"Ntsc5264" "Ntsc5264" 39443 0.214285714285714 0.214285714285714
"Ntsc5290" "Ntsc5290" 40957 0.225352112676056 0.28169014084507
"Ntsc1875" "Ntsc1875" 49602 0.209302325581395 0.232558139534884
"Ntsc7979" "Ntsc7979" 50003 0.239495798319328 0.252100840336134
"Ntsc5265" "Ntsc5265" 41471 0.256711409395973 0.286912751677852
"Ntsc1876" "Ntsc1876" 37957 0.263636363636364 0.263636363636364
"Ntsc5291" "Ntsc5291" 36590 0.268292682926829 0.195121951219512
"Ntsc5266" "Ntsc5266" 32566 0.162790697674419 0.162790697674419
"Ntsc5292" "Ntsc5292" 29866 0.341463414634146 0.414634146341463
"Ntsc5267" "Ntsc5267" 26159 0.170731707317073 0.170731707317073
"Ntsc5306" "Ntsc5306" 14742 0.258064516129032 0.258064516129032
"Ntsc1877" "Ntsc1877" 12527 0.257009345794392 0.257009345794392
"Ntsc1868" "Ntsc1868" 10198 0.326086956521739 0.315217391304348
"Ntsc5293" "Ntsc5293" 7397 0.203703703703704 0.222222222222222
"Ntsc5268" "Ntsc5268" 5613 0.232558139534884 0.271317829457364
"Ntsc1878" "Ntsc1878" 3320 0.212121212121212 0.232323232323232
"Ntsc1882" "Ntsc1882" 968 0.226666666666667 0.18
"Ntsc1881" "Ntsc1881" 833 0.267716535433071 0.228346456692913
"Ntsc5307" "Ntsc5307" 2346 0.269911504424779 0.269911504424779
"Ntsc5313" "Ntsc5313" 6594 0.208333333333333 0.245833333333333
"Ntsc1884" "Ntsc1884" 9104 0.303448275862069 0.289655172413793
"Ntsc1883" "Ntsc1883" 10740 0.216494845360825 0.268041237113402
"Ntsc5308" "Ntsc5308" 12725 0.225563909774436 0.25062656641604
"Ntsc7980" "Ntsc7980" 16241 0.221938775510204 0.252551020408163
"Ntsc5309" "Ntsc5309" 19244 0.193989071038251 0.213114754098361
"Ntsc5315" "Ntsc5315" 23193 0.0769230769230769 0.230769230769231
"Ntsc5314" "Ntsc5314" 24477 0.235632183908046 0.229885057471264
"Ntsc5310" "Ntsc5310" 23093 0.176470588235294 0.243697478991597
"Ntsc5316" "Ntsc5316" 14585 0.245283018867925 0.283018867924528
"Ntsc5311" "Ntsc5311" 9312 0.256218905472637 0.228855721393035
"Ntsc5312" "Ntsc5312" 1536 0.158371040723982 0.226244343891403
"Ntsc7794" "Ntsc7794" 704 0.185185185185185 0.166666666666667
"Ntsc7796" "Ntsc7796" 0 0.215384615384615 0.246153846153846
"Ntsc7795" "Ntsc7795" 703 0.256410256410256 0.256410256410256
"Ntsc2747" "Ntsc2747" 8204 0.216494845360825 0.175257731958763
"Ntsc5317" "Ntsc5317" 2111 0.255813953488372 0.294573643410853
"Ntsc1885" "Ntsc1885" 815 0.27027027027027 0.27027027027027
"Ntsc7981" "Ntsc7981" 5686 0.245398773006135 0.233128834355828
"Ntsc5318" "Ntsc5318" 9546 0.253687315634218 0.238938053097345
"Ntsc5326" "Ntsc5326" 15400 NA NA
"Ntsc5319" "Ntsc5319" 19127 0.256198347107438 0.289256198347107
"Ntsc1887" "Ntsc1887" 21023 0.262032085561497 0.310160427807487
"Ntsc5323" "Ntsc5323" 23006 0.264705882352941 0.299019607843137
"Ntsc1886" "Ntsc1886" 25938 0.222222222222222 0.166666666666667
"Ntsc5324" "Ntsc5324" 29139 0.216346153846154 0.230769230769231
"Ntsc7982" "Ntsc7982" 29347 0.230769230769231 0.173076923076923
"Ntsc5320" "Ntsc5320" 26242 0.25390625 0.234375
"Ntsc5325" "Ntsc5325" 23232 0.172413793103448 0.129310344827586
"Ntsc5321" "Ntsc5321" 22165 0.246153846153846 0.230769230769231
"Ntsc5322" "Ntsc5322" 19468 0.248554913294798 0.300578034682081
"Ntsc5327" "Ntsc5327" 14266 0.188340807174888 0.210762331838565
"Ntsc1888" "Ntsc1888" 12614 0.271604938271605 0.209876543209877
"Ntsc5331" "Ntsc5331" 10044 0.23463687150838 0.256983240223464
"Ntsc5328" "Ntsc5328" 5779 0.262745098039216 0.272549019607843
"Ntsc5329" "Ntsc5329" 3231 0.221719457013575 0.239819004524887
"Ntsc5332" "Ntsc5332" 982 0.188311688311688 0.214285714285714
"Ntsc5333" "Ntsc5333" 12753 0.243333333333333 0.246666666666667
"Ntsc1889" "Ntsc1889" 15632 0.248603351955307 0.29608938547486
"Ntsc7983" "Ntsc7983" 23683 0.24390243902439 0.307317073170732
"Ntsc5330" "Ntsc5330" 26565 0.215686274509804 0.205882352941176
"Ntsc1890" "Ntsc1890" 26783 0.235059760956175 0.270916334661355
"Ntsc5336" "Ntsc5336" 1890 0.228571428571429 0.273469387755102
"Ntsc1891" "Ntsc1891" 6390 0.22093023255814 0.22093023255814
"Ntsc5334" "Ntsc5334" 13938 0.234848484848485 0.253787878787879
"Ntsc5335" "Ntsc5335" 18767 0.232876712328767 0.246575342465753
"Ntsc1892" "Ntsc1892" 20621 0.218181818181818 0.254545454545455
"Ntsc7984" "Ntsc7984" 25711 0.242524916943522 0.222591362126246
"Ntsc1893" "Ntsc1893" 29964 0.216216216216216 0.27027027027027
"Ntsc7985" "Ntsc7985" 31825 0.173913043478261 0.304347826086957
"Ntsc1894" "Ntsc1894" 34538 0.249084249084249 0.26007326007326
"Ntsc5342" "Ntsc5342" 47274 0.255395683453237 0.244604316546763
"Ntsc5338" "Ntsc5338" 54663 0.237623762376238 0.227722772277228
"Ntsc5337" "Ntsc5337" 57489 0.244541484716157 0.248908296943231
"Ntsc1895" "Ntsc1895" 58894 NA NA
"Ntsc5340" "Ntsc5340" 61638 0.25 0.234177215189873
"Ntsc1896" "Ntsc1896" 64943 0.299435028248588 0.384180790960452
"Ntsc5341" "Ntsc5341" 69118 0.262962962962963 0.261111111111111
"Ntsc5339" "Ntsc5339" 74173 0.337719298245614 0.302631578947368
"Ntsc1897" "Ntsc1897" 73632 0.229032258064516 0.241935483870968
"Ntsc1898" "Ntsc1898" 71205 0.214723926380368 0.220858895705521
"Ntsc5357" "Ntsc5357" 56715 0.251666666666667 0.251666666666667
"Ntsc1900" "Ntsc1900" 53574 0.254612546125461 0.29520295202952
"Ntsc1899" "Ntsc1899" 50357 0.266304347826087 0.25
"Ntsc5347" "Ntsc5347" 49158 0.358024691358025 0.296296296296296
"Ntsc1901" "Ntsc1901" 47912 0.232142857142857 0.232142857142857
"Ntsc5348" "Ntsc5348" 44655 0.261194029850746 0.25
"Ntsc1902" "Ntsc1902" 43016 0.222222222222222 0.180555555555556
"Ntsc5352" "Ntsc5352" 35265 0.25207756232687 0.268698060941828
"Ntsc5353" "Ntsc5353" 33707 0.305785123966942 0.338842975206612
"Ntsc5343" "Ntsc5343" 32551 0.217687074829932 0.197278911564626
"Ntsc5354" "Ntsc5354" 31049 0.260416666666667 0.270833333333333
"Ntsc5349" "Ntsc5349" 29474 0.183098591549296 0.140845070422535
"Ntsc5344" "Ntsc5344" 27491 0.244019138755981 0.22488038277512
"Ntsc5345" "Ntsc5345" 23455 0.24904214559387 0.275862068965517
"Ntsc5350" "Ntsc5350" 21191 0.161764705882353 0.286764705882353
"Ntsc5358" "Ntsc5358" 17518 0.21875 0.215909090909091
"Ntsc5346" "Ntsc5346" 15668 0.233918128654971 0.228070175438596
"Ntsc5351" "Ntsc5351" 11045 0.258312020460358 0.250639386189258
"Ntsc5355" "Ntsc5355" 6025 0.195729537366548 0.256227758007117
"Ntsc5356" "Ntsc5356" 882 0.229508196721311 0.155737704918033
"Ntsc5361" "Ntsc5361" 2261 0.174757281553398 0.194174757281553
"Ntsc1903" "Ntsc1903" 437 0.140625 0.265625
"Ntsc1904" "Ntsc1904" 82 0.241721854304636 0.254966887417219
"Ntsc1905" "Ntsc1905" 2917 0.1953125 0.2734375
"Ntsc5359" "Ntsc5359" 4740 0.221288515406162 0.252100840336134
"Ntsc1907" "Ntsc1907" 7797 0.306569343065693 0.277372262773723
"Ntsc1908" "Ntsc1908" 9773 0.235849056603774 0.245283018867925
"Ntsc1906" "Ntsc1906" 13323 0.192 0.24
"Ntsc5360" "Ntsc5360" 19833 0.188311688311688 0.25974025974026
"Ntsc5367" "Ntsc5367" 24010 0.163120567375887 0.184397163120567
"Ntsc5368" "Ntsc5368" 30340 0.246913580246914 0.333333333333333
"Ntsc5371" "Ntsc5371" 32269 0.244186046511628 0.228682170542636
"Ntsc5362" "Ntsc5362" 34956 0.290598290598291 0.260683760683761
"Ntsc5363" "Ntsc5363" 37624 0.242152466367713 0.286995515695067
"Ntsc5369" "Ntsc5369" 45952 0.241847826086957 0.228260869565217
"Ntsc5372" "Ntsc5372" 46181 NA NA
"Ntsc5364" "Ntsc5364" 44140 0.230769230769231 0.272727272727273
"Ntsc5365" "Ntsc5365" 21658 0.225806451612903 0.187096774193548
"Ntsc5366" "Ntsc5366" 20098 0.141414141414141 0.151515151515152
"Ntsc5370" "Ntsc5370" 18035 0.232323232323232 0.343434343434343
"Ntsc5381" "Ntsc5381" 272 0.190082644628099 0.148760330578512
"Ntsc1923" "Ntsc1923" 595 0.251819505094614 0.264919941775837
"Ntsc1924" "Ntsc1924" 7537 0.245014245014245 0.222222222222222
"Ntsc5382" "Ntsc5382" 16383 0.272727272727273 0.318181818181818
"Ntsc5383" "Ntsc5383" 20417 0.25 0.252016129032258
"Ntsc5384" "Ntsc5384" 25528 0.269230769230769 0.307692307692308
"Ntsc5398" "Ntsc5398" 31559 0.219753086419753 0.249382716049383
"Ntsc5411" "Ntsc5411" 35451 0.23 0.245
"Ntsc1922" "Ntsc1922" 39253 0.257261410788382 0.244813278008299
"Ntsc5385" "Ntsc5385" 41791 0.263345195729537 0.323843416370107
"Ntsc5373" "Ntsc5373" 44828 0.243697478991597 0.294117647058824
"Ntsc5412" "Ntsc5412" 48110 0.322033898305085 0.372881355932203
"Ntsc5386" "Ntsc5386" 49682 0.225589225589226 0.262626262626263
"Ntsc5399" "Ntsc5399" 52995 0.248847926267281 0.294930875576037
"Ntsc1927" "Ntsc1927" 63161 0.225190839694656 0.282442748091603
"Ntsc5387" "Ntsc5387" 66117 0.275590551181102 0.236220472440945
"Ntsc1909" "Ntsc1909" 69007 0.247619047619048 0.286580086580087
"Ntsc1925" "Ntsc1925" 79824 0.291828793774319 0.252918287937743
"Ntsc5388" "Ntsc5388" 87647 0.2478184991274 0.263525305410122
"Ntsc1926" "Ntsc1926" 93010 0.25 0.253846153846154
"Ntsc5413" "Ntsc5413" 98923 NA NA
"Ntsc5389" "Ntsc5389" 101984 NA NA
"Ntsc5414" "Ntsc5414" 111039 0.276315789473684 0.263157894736842
"Ntsc1912" "Ntsc1912" 103064 0.264285714285714 0.280952380952381
"Ntsc5390" "Ntsc5390" 97692 0.271008403361345 0.281512605042017
"Ntsc1915" "Ntsc1915" 95180 0.229166666666667 0.208333333333333
"Ntsc5391" "Ntsc5391" 93815 0.248175182481752 0.255474452554745
"Ntsc1928" "Ntsc1928" 91793 0.213389121338912 0.301255230125523
"Ntsc1916" "Ntsc1916" 86518 0.227848101265823 0.227848101265823
"Ntsc5392" "Ntsc5392" 84841 0.182389937106918 0.207547169811321
"Ntsc1917" "Ntsc1917" 78737 0.235404896421846 0.288135593220339
"Ntsc5374" "Ntsc5374" 75991 0.202185792349727 0.234972677595628
"Ntsc1929" "Ntsc1929" 72461 0.298245614035088 0.285087719298246
"Ntsc5375" "Ntsc5375" 69005 0.273480662983425 0.251381215469613
"Ntsc5400" "Ntsc5400" 64106 0.244444444444444 0.216666666666667
"Ntsc5415" "Ntsc5415" 54496 0.268199233716475 0.24904214559387
"Ntsc5393" "Ntsc5393" 44407 0.221052631578947 0.257894736842105
"Ntsc7988" "Ntsc7988" 40186 0.2 0.254545454545455
"Ntsc1910" "Ntsc1910" 35724 0.262422360248447 0.290372670807453
"Ntsc5376" "Ntsc5376" 32568 0.241525423728814 0.266949152542373
"Ntsc5394" "Ntsc5394" 31106 0.3 0
"Ntsc5416" "Ntsc5416" 28581 0.270967741935484 0.219354838709677
"Ntsc1918" "Ntsc1918" 16934 0.1875 0.239583333333333
"Ntsc1911" "Ntsc1911" 14360 0.194444444444444 0.203703703703704
"Ntsc5401" "Ntsc5401" 12504 0.25 0.291666666666667
"Ntsc5417" "Ntsc5417" 7760 0.251515151515152 0.248484848484848
"Ntsc5377" "Ntsc5377" 4982 0.147368421052632 0.184210526315789
"Ntsc5402" "Ntsc5402" 684 0.198019801980198 0.277227722772277
"Ntsc5395" "Ntsc5395" 0 0.220588235294118 0.176470588235294
"Ntsc5378" "Ntsc5378" 4152 0.298076923076923 0.288461538461538
"Ntsc7989" "Ntsc7989" 3515 0.19672131147541 0.180327868852459
"Ntsc7986" "Ntsc7986" 329 0 0
"Ntsc5396" "Ntsc5396" 7608 0.211081794195251 0.224274406332454
"Ntsc1913" "Ntsc1913" 17856 0.232954545454545 0.278409090909091
"Ntsc1919" "Ntsc1919" 22891 0.22140221402214 0.321033210332103
"Ntsc5379" "Ntsc5379" 26256 0.185064935064935 0.243506493506494
"Ntsc5404" "Ntsc5404" 30566 0.27710843373494 0.234939759036145
"Ntsc5405" "Ntsc5405" 33834 0.277173913043478 0.239130434782609
"Ntsc5403" "Ntsc5403" 36528 NA NA
"Ntsc5406" "Ntsc5406" 39452 0.184615384615385 0.2
"Ntsc5407" "Ntsc5407" 42679 0.264705882352941 0.235294117647059
"Ntsc5408" "Ntsc5408" 45623 0.266666666666667 0.216666666666667
"Ntsc5380" "Ntsc5380" 48156 0.186813186813187 0.252747252747253
"Ntsc5409" "Ntsc5409" 51779 0.267676767676768 0.277777777777778
"Ntsc7987" "Ntsc7987" 54704 0.25 0.375
"Ntsc1920" "Ntsc1920" 51620 0.188118811881188 0.247524752475248
"Ntsc5397" "Ntsc5397" 47586 0.219512195121951 0.202090592334495
"Ntsc1914" "Ntsc1914" 41682 0.211940298507463 0.313432835820896
"Ntsc1921" "Ntsc1921" 38879 0.310924369747899 0.310924369747899
"Ntsc5410" "Ntsc5410" 35597 0.223684210526316 0.157894736842105
"Ntsc5420" "Ntsc5420" 31904 0.222727272727273 0.259090909090909
"Ntsc5421" "Ntsc5421" 17195 0.204710144927536 0.25
"Ntsc5424" "Ntsc5424" 9595 0.231481481481481 0.229166666666667
"Ntsc5425" "Ntsc5425" 8860 0.289855072463768 0.304347826086957
"Ntsc5418" "Ntsc5418" 4566 0.203007518796992 0.210526315789474
"Ntsc5426" "Ntsc5426" 941 0.2 0.2
"Ntsc5422" "Ntsc5422" 0 0.212244897959184 0.2
"Ntsc5419" "Ntsc5419" 0 0.247706422018349 0.201834862385321
"Ntsc5423" "Ntsc5423" 0 0.23321554770318 0.254416961130742
"Ntsc1930" "Ntsc1930" 7183 0.244525547445255 0.237226277372263
"Ntsc5427" "Ntsc5427" 18092 0.209726443768997 0.231003039513678
"Ntsc5434" "Ntsc5434" 11470 0.283333333333333 0.225
"Ntsc5429" "Ntsc5429" 8756 0.210084033613445 0.201680672268908
"Ntsc5435" "Ntsc5435" 5366 0.263736263736264 0.263736263736264
"Ntsc1932" "Ntsc1932" 3745 0.192982456140351 0.105263157894737
"Ntsc1931" "Ntsc1931" 835 0.178571428571429 0.214285714285714
"Ntsc1933" "Ntsc1933" 1176 0.294117647058824 0.205882352941176
"Ntsc7990" "Ntsc7990" 3895 0.25 0.28
"Ntsc5430" "Ntsc5430" 8103 0.23444976076555 0.287081339712919
"Ntsc5431" "Ntsc5431" 13041 0.198019801980198 0.118811881188119
"Ntsc5432" "Ntsc5432" 15250 0.241379310344828 0.270114942528736
"Ntsc5428" "Ntsc5428" 17790 0.154255319148936 0.24468085106383
"Ntsc5433" "Ntsc5433" 23110 0.211764705882353 0.241176470588235
"Ntsc1934" "Ntsc1934" 28609 0.203252032520325 0.203252032520325
"Ntsc5436" "Ntsc5436" 23151 0.265822784810127 0.316455696202532
"Ntsc5508" "Ntsc5508" 6582 0.173913043478261 0.130434782608696
"Ntsc5463" "Ntsc5463" 8458 0.219858156028369 0.234042553191489
"Ntsc1948" "Ntsc1948" 11211 0.218978102189781 0.226277372262774
"Ntsc5509" "Ntsc5509" 21957 0.0748829953198128 0.0764430577223089
"Ntsc5464" "Ntsc5464" 28765 0.247011952191235 0.243027888446215
"Ntsc5465" "Ntsc5465" 32468 0.228346456692913 0.244094488188976
"Ntsc7993" "Ntsc7993" 36311 0.252427184466019 0.281553398058252
"Ntsc5466" "Ntsc5466" 39973 0.155405405405405 0.25
"Ntsc5437" "Ntsc5437" 41681 0.151515151515152 0.166666666666667
"Ntsc1938" "Ntsc1938" 43080 0.228571428571429 0.271428571428571
"Ntsc1955" "Ntsc1955" 45159 0.251700680272109 0.244897959183673
"Ntsc5499" "Ntsc5499" 48258 0.227642276422764 0.227642276422764
"Ntsc5467" "Ntsc5467" 53347 0.217391304347826 0.260869565217391
"Ntsc1956" "Ntsc1956" 62168 0.278846153846154 0.307692307692308
"Ntsc5468" "Ntsc5468" 64335 0.18562874251497 0.209580838323353
"Ntsc5438" "Ntsc5438" 66639 0.204204204204204 0.276276276276276
"Ntsc5469" "Ntsc5469" 71862 0.219653179190751 0.260115606936416
"Ntsc1957" "Ntsc1957" 75883 0.268965517241379 0.293103448275862
"Ntsc5439" "Ntsc5439" 78271 0.238839285714286 0.238839285714286
"Ntsc1935" "Ntsc1935" 81619 0.241830065359477 0.235294117647059
"Ntsc1939" "Ntsc1939" 84581 0.208333333333333 0.197916666666667
"Ntsc5470" "Ntsc5470" 88493 0.25130890052356 0.246073298429319
"Ntsc5471" "Ntsc5471" 93228 0.198738170347003 0.252365930599369
"Ntsc1936" "Ntsc1936" 96923 0.211428571428571 0.297142857142857
"Ntsc5472" "Ntsc5472" 98705 0.261950286806883 0.290630975143403
"Ntsc1937" "Ntsc1937" 105371 0.272727272727273 0.342245989304813
"Ntsc1940" "Ntsc1940" 113386 0.225806451612903 0.212903225806452
"Ntsc5500" "Ntsc5500" 115132 0.26875 0.25625
"Ntsc5473" "Ntsc5473" 118400 0.257142857142857 0.277551020408163
"Ntsc5474" "Ntsc5474" 121603 0.168224299065421 0.252336448598131
"Ntsc5510" "Ntsc5510" 126447 0.278422273781903 0.296983758700696
"Ntsc5511" "Ntsc5511" 138263 0.224137931034483 0.206896551724138
"Ntsc5512" "Ntsc5512" 147071 0.214532871972318 0.27681660899654
"Ntsc5440" "Ntsc5440" 151184 0.176923076923077 0.161538461538462
"Ntsc5441" "Ntsc5441" 152761 0.278688524590164 0.207650273224044
"Ntsc5513" "Ntsc5513" 154699 0.215686274509804 0.254901960784314
"Ntsc5475" "Ntsc5475" 156918 0.268370607028754 0.26517571884984
"Ntsc5442" "Ntsc5442" 163589 0.0526315789473684 0.315789473684211
"Ntsc5514" "Ntsc5514" 164390 0.228571428571429 0.185714285714286
"Ntsc5515" "Ntsc5515" 170141 0.290909090909091 0.375757575757576
"Ntsc5443" "Ntsc5443" 172870 0.27639751552795 0.242236024844721
"Ntsc1941" "Ntsc1941" 175341 0.247933884297521 0.305785123966942
"Ntsc5501" "Ntsc5501" 183952 0.238693467336683 0.273869346733668
"Ntsc7994" "Ntsc7994" 194656 0.254901960784314 0.277310924369748
"Ntsc5476" "Ntsc5476" 200726 0.262548262548263 0.252895752895753
"Ntsc5477" "Ntsc5477" 206497 0.252747252747253 0.23956043956044
"Ntsc7995" "Ntsc7995" 215060 0.217391304347826 0.282608695652174
"Ntsc5444" "Ntsc5444" 218938 0.247524752475248 0.118811881188119
"Ntsc5478" "Ntsc5478" 220427 0.1 0.2
"Ntsc1942" "Ntsc1942" 221676 0.279569892473118 0.28494623655914
"Ntsc1949" "Ntsc1949" 221820 NA NA
"Ntsc5445" "Ntsc5445" 223928 0.25 0.25
"Ntsc5446" "Ntsc5446" 240679 0.249146757679181 0.228668941979522
"Ntsc5479" "Ntsc5479" 245227 0.259340659340659 0.279120879120879
"Ntsc7996" "Ntsc7996" 250693 0.25 0.25
"Ntsc7991" "Ntsc7991" 254317 0.205555555555556 0.227777777777778
"Ntsc5480" "Ntsc5480" 258137 0.29811320754717 0.279245283018868
"Ntsc5502" "Ntsc5502" 261089 0.246031746031746 0.242063492063492
"Ntsc5447" "Ntsc5447" 263756 0.348148148148148 0.303703703703704
"Ntsc5481" "Ntsc5481" 264951 0.241379310344828 0.241379310344828
"Ntsc5448" "Ntsc5448" 266893 0.235531628532974 0.255720053835801
"Ntsc5449" "Ntsc5449" 258212 0.185567010309278 0.242268041237113
"Ntsc1950" "Ntsc1950" 254805 0.202247191011236 0.219101123595506
"Ntsc5503" "Ntsc5503" 248337 0.266260162601626 0.25609756097561
"Ntsc1943" "Ntsc1943" 245806 0.190184049079755 0.251533742331288
"Ntsc5504" "Ntsc5504" 243820 0.257575757575758 0.287878787878788
"Ntsc5450" "Ntsc5450" 229425 0.243589743589744 0.256410256410256
"Ntsc5482" "Ntsc5482" 217466 0.24468085106383 0.264437689969605
"Ntsc5483" "Ntsc5483" 214335 0.198473282442748 0.297709923664122
"Ntsc1944" "Ntsc1944" 209333 0.246153846153846 0.261538461538462
"Ntsc5484" "Ntsc5484" 204351 0.302325581395349 0.348837209302326
"Ntsc5451" "Ntsc5451" 202093 0.274853801169591 0.327485380116959
"Ntsc5516" "Ntsc5516" 198424 0.212014134275618 0.190812720848057
"Ntsc1951" "Ntsc1951" 196943 0.205479452054795 0.287671232876712
"Ntsc5452" "Ntsc5452" 194282 0.240740740740741 0.12962962962963
"Ntsc1945" "Ntsc1945" 192810 0.218045112781955 0.255639097744361
"Ntsc5505" "Ntsc5505" 186104 0.191235059760956 0.215139442231076
"Ntsc5485" "Ntsc5485" 185678 0.75 0.25
"Ntsc1952" "Ntsc1952" 183040 0.226086956521739 0.3
"Ntsc5486" "Ntsc5486" 179976 0.286852589641434 0.278884462151394
"Ntsc5487" "Ntsc5487" 176768 0.28 0.231111111111111
"Ntsc5453" "Ntsc5453" 169314 0.276073619631902 0.263803680981595
"Ntsc5488" "Ntsc5488" 167640 0.318181818181818 0.3
"Ntsc5454" "Ntsc5454" 165906 0.219354838709677 0.161290322580645
"Ntsc5489" "Ntsc5489" 156415 0.2 0.236363636363636
"Ntsc5490" "Ntsc5490" 153752 0.24 0.268571428571429
"Ntsc1953" "Ntsc1953" 151403 0.23021582733813 0.251798561151079
"Ntsc5491" "Ntsc5491" 149478 0.259803921568627 0.279411764705882
"Ntsc1946" "Ntsc1946" 141837 0.280748663101604 0.323529411764706
"Ntsc5455" "Ntsc5455" 137899 0.296610169491525 0.279661016949153
"Ntsc1947" "Ntsc1947" 132505 0.220538720538721 0.272727272727273
"Ntsc1954" "Ntsc1954" 129957 0.21301775147929 0.284023668639053
"Ntsc5492" "Ntsc5492" 124723 0.229437229437229 0.181818181818182
"Ntsc5517" "Ntsc5517" 122797 0.191616766467066 0.191616766467066
"Ntsc5493" "Ntsc5493" 119021 0.227979274611399 0.212435233160622
"Ntsc5494" "Ntsc5494" 105990 0.245535714285714 0.321428571428571
"Ntsc5456" "Ntsc5456" 102656 0.208588957055215 0.245398773006135
"Ntsc5506" "Ntsc5506" 97855 0.224899598393574 0.257028112449799
"Ntsc5457" "Ntsc5457" 93173 0.248995983935743 0.293172690763052
"Ntsc5458" "Ntsc5458" 84560 0.274774774774775 0.283783783783784
"Ntsc5495" "Ntsc5495" 73954 0.286153846153846 0.301538461538462
"Ntsc5459" "Ntsc5459" 70169 0.22463768115942 0.268115942028986
"Ntsc5460" "Ntsc5460" 68122 0.27906976744186 0.356589147286822
"Ntsc5496" "Ntsc5496" 66119 0.282352941176471 0.235294117647059
"Ntsc5461" "Ntsc5461" 63003 0.265957446808511 0.265957446808511
"Ntsc5497" "Ntsc5497" 61271 0.194444444444444 0.236111111111111
"Ntsc5462" "Ntsc5462" 54376 0.229357798165138 0.279816513761468
"Ntsc5507" "Ntsc5507" 52267 0.219101123595506 0.286516853932584
"Ntsc7992" "Ntsc7992" 50605 0.308411214953271 0.327102803738318
"Ntsc5498" "Ntsc5498" 45783 0.292730844793713 0.351669941060904
"Ntsc5518" "Ntsc5518" 16362 0.251700680272109 0.238095238095238
"Ntsc5519" "Ntsc5519" 17856 0.241206030150754 0.301507537688442
"Ntsc5524" "Ntsc5524" 15540 0.257575757575758 0.318181818181818
