"geneID" "distance" "met_veg" "met_sex"
"Ntsc6381" "Ntsc6381" 101788 0.214788732394366 0.26056338028169
"Ntsc6374" "Ntsc6374" 108956 0.2 0.252173913043478
"Ntsc6356" "Ntsc6356" 112125 0.185 0.25
"Ntsc6375" "Ntsc6375" 114688 0.191304347826087 0.217391304347826
"Ntsc2213" "Ntsc2213" 116505 0.264705882352941 0.290849673202614
"Ntsc2214" "Ntsc2214" 120091 0.31864406779661 0.298305084745763
"Ntsc6382" "Ntsc6382" 123058 0.22093023255814 0.25
"Ntsc6338" "Ntsc6338" 125200 0.255813953488372 0.288372093023256
"Ntsc6357" "Ntsc6357" 126702 0.217647058823529 0.264705882352941
"Ntsc2215" "Ntsc2215" 129111 0.236994219653179 0.23121387283237
"Ntsc6358" "Ntsc6358" 130933 0.2421875 0.29296875
"Ntsc6376" "Ntsc6376" 136078 0.259541984732824 0.244274809160305
"Ntsc6339" "Ntsc6339" 139275 0.228723404255319 0.191489361702128
"Ntsc6383" "Ntsc6383" 141511 0.148148148148148 0.185185185185185
"Ntsc6340" "Ntsc6340" 142721 0.253456221198157 0.230414746543779
"Ntsc6359" "Ntsc6359" 144608 0.181818181818182 0.181818181818182
"Ntsc2208" "Ntsc2208" 146121 0.239344262295082 0.242622950819672
"Ntsc6360" "Ntsc6360" 149715 0.256410256410256 0.246794871794872
"Ntsc2209" "Ntsc2209" 154577 0.218085106382979 0.271276595744681
"Ntsc6361" "Ntsc6361" 156958 0.244897959183673 0.302040816326531
"Ntsc6377" "Ntsc6377" 159659 0.25 0.283333333333333
"Ntsc6362" "Ntsc6362" 167773 0.221052631578947 0.284210526315789
"Ntsc6341" "Ntsc6341" 170328 0.224299065420561 0.247663551401869
"Ntsc2219" "Ntsc2219" 189207 0.303370786516854 0.292134831460674
"Ntsc6385" "Ntsc6385" 206833 0.303030303030303 0.284090909090909
"Ntsc6384" "Ntsc6384" 211588 0.263392857142857 0.254464285714286
"Ntsc6386" "Ntsc6386" 215112 0.193548387096774 0.182795698924731
"Ntsc6400" "Ntsc6400" 215904 0.5 0.5
"Ntsc2222" "Ntsc2222" 219469 0.298387096774194 0.290322580645161
"Ntsc6411" "Ntsc6411" 222905 0.261208576998051 0.257309941520468
"Ntsc2221" "Ntsc2221" 229618 0.273148148148148 0.282407407407407
"Ntsc6412" "Ntsc6412" 232424 0.29746835443038 0.278481012658228
"Ntsc6387" "Ntsc6387" 230405 0.247252747252747 0.28021978021978
"Ntsc8067" "Ntsc8067" 221286 0.223958333333333 0.258680555555556
"Ntsc6388" "Ntsc6388" 219680 0.233009708737864 0.320388349514563
"Ntsc6389" "Ntsc6389" 217031 0.25 0.1875
"Ntsc6390" "Ntsc6390" 199749 0.227272727272727 0.210743801652893
"Ntsc6413" "Ntsc6413" 194607 0.243144424131627 0.274223034734918
"Ntsc6401" "Ntsc6401" 190333 0.262686567164179 0.256716417910448
"Ntsc6391" "Ntsc6391" 188086 0.207547169811321 0.207547169811321
"Ntsc6402" "Ntsc6402" 184415 0.265734265734266 0.261072261072261
"Ntsc2223" "Ntsc2223" 182786 0.172932330827068 0.225563909774436
"Ntsc6403" "Ntsc6403" 181019 0.21259842519685 0.291338582677165
"Ntsc6392" "Ntsc6392" 176579 0.232142857142857 0.227678571428571
"Ntsc6410" "Ntsc6410" 172929 0.247311827956989 0.268817204301075
"Ntsc6404" "Ntsc6404" 171046 0.222222222222222 0.246031746031746
"Ntsc6393" "Ntsc6393" 167658 0.26 0.273333333333333
"Ntsc6405" "Ntsc6405" 164534 0.248387096774194 0.261290322580645
"Ntsc6394" "Ntsc6394" 162377 0.219298245614035 0.289473684210526
"Ntsc2224" "Ntsc2224" 156009 0.277027027027027 0.280405405405405
"Ntsc2220" "Ntsc2220" 151397 0.275862068965517 0.258620689655172
"Ntsc6406" "Ntsc6406" 148272 0.222222222222222 0.262345679012346
"Ntsc6414" "Ntsc6414" 143650 0.218232044198895 0.312154696132597
"Ntsc6415" "Ntsc6415" 138731 0.249077490774908 0.265682656826568
"Ntsc2225" "Ntsc2225" 136628 0.339285714285714 0.321428571428571
"Ntsc6407" "Ntsc6407" 133516 0.285714285714286 0.261904761904762
"Ntsc6396" "Ntsc6396" 117378 0.28021978021978 0.252747252747253
"Ntsc6416" "Ntsc6416" 115381 0.288888888888889 0.281481481481481
"Ntsc6408" "Ntsc6408" 113260 0.2 0.184
"Ntsc6409" "Ntsc6409" 111660 0.290502793296089 0.279329608938547
"Ntsc6417" "Ntsc6417" 109285 0.27734375 0.2734375
"Ntsc6397" "Ntsc6397" 103291 0.236641221374046 0.25
"Ntsc8068" "Ntsc8068" 88995 0.245810055865922 0.279329608938547
"Ntsc6398" "Ntsc6398" 71365 0.29616724738676 0.29616724738676
"Ntsc6399" "Ntsc6399" 66911 0.276543209876543 0.219753086419753
"Ntsc2226" "Ntsc2226" 53529 0.25 0.209016393442623
"Ntsc6450" "Ntsc6450" 50782 0.275675675675676 0.194594594594595
"Ntsc6451" "Ntsc6451" 45702 0.231372549019608 0.215686274509804
"Ntsc6428" "Ntsc6428" 42392 0.232283464566929 0.283464566929134
"Ntsc6442" "Ntsc6442" 34473 0.294117647058824 0.320855614973262
"Ntsc6452" "Ntsc6452" 29564 0.285266457680251 0.235109717868339
"Ntsc6429" "Ntsc6429" 26414 0.275409836065574 0.262295081967213
"Ntsc6443" "Ntsc6443" 23320 0.246753246753247 0.264069264069264
"Ntsc6430" "Ntsc6430" 18893 0.277873070325901 0.327615780445969
"Ntsc6444" "Ntsc6444" 13736 0.210526315789474 0.25
"Ntsc6418" "Ntsc6418" 10417 0.135294117647059 0.176470588235294
"Ntsc6431" "Ntsc6431" 9226 0.313131313131313 0.343434343434343
"Ntsc2231" "Ntsc2231" 5821 0.246305418719212 0.236453201970443
"Ntsc6419" "Ntsc6419" 1410 0.252983293556086 0.293556085918854
"Ntsc6432" "Ntsc6432" 1410 0.226457399103139 0.262331838565022
"Ntsc6420" "Ntsc6420" 2386 0.276859504132231 0.31404958677686
"Ntsc6421" "Ntsc6421" 6390 0.223684210526316 0.230263157894737
"Ntsc6422" "Ntsc6422" 24096 0.257790368271955 0.277620396600567
"Ntsc6433" "Ntsc6433" 36394 0.258241758241758 0.252747252747253
"Ntsc6434" "Ntsc6434" 40725 0.201298701298701 0.233766233766234
"Ntsc2227" "Ntsc2227" 42984 0.24390243902439 0.268292682926829
"Ntsc6435" "Ntsc6435" 44205 0.274193548387097 0.325806451612903
"Ntsc6423" "Ntsc6423" 48824 0.222222222222222 0.222222222222222
"Ntsc6436" "Ntsc6436" 50437 0.268965517241379 0.275862068965517
"Ntsc6424" "Ntsc6424" 57358 0.244343891402715 0.217194570135747
"Ntsc6437" "Ntsc6437" 59172 0.304721030042918 0.266094420600858
"Ntsc6425" "Ntsc6425" 65047 0.276315789473684 0.263157894736842
"Ntsc6453" "Ntsc6453" 65203 0.247524752475248 0.29042904290429
"Ntsc6454" "Ntsc6454" 60271 0.225225225225225 0.252252252252252
"Ntsc6438" "Ntsc6438" 58311 0.245283018867925 0.238993710691824
"Ntsc6455" "Ntsc6455" 53690 0.23869801084991 0.249547920433996
"Ntsc6439" "Ntsc6439" 51489 0.237704918032787 0.245901639344262
"Ntsc8071" "Ntsc8071" 47981 0.236559139784946 0.274193548387097
"Ntsc8069" "Ntsc8069" 45356 0.246376811594203 0.231884057971014
"Ntsc6445" "Ntsc6445" 42020 0.280172413793103 0.275862068965517
"Ntsc2232" "Ntsc2232" 39031 0.253378378378378 0.256756756756757
"Ntsc6446" "Ntsc6446" 37680 0.276119402985075 0.238805970149254
"Ntsc6447" "Ntsc6447" 35228 0.232394366197183 0.28169014084507
"Ntsc8070" "Ntsc8070" 29488 0.266384778012685 0.247357293868922
"Ntsc2233" "Ntsc2233" 29352 0.333333333333333 0.5
"Ntsc2228" "Ntsc2228" 25006 0.272206303724928 0.30945558739255
"Ntsc6448" "Ntsc6448" 22217 0.205263157894737 0.184210526315789
"Ntsc6456" "Ntsc6456" 18551 0.256521739130435 0.256521739130435
"Ntsc6426" "Ntsc6426" 13912 0.225352112676056 0.204225352112676
"Ntsc6449" "Ntsc6449" 2785 0.253418413855971 0.257976298997265
"Ntsc2229" "Ntsc2229" 9724 0.240458015267176 0.267175572519084
"Ntsc6440" "Ntsc6440" 14632 0.27827380952381 0.303571428571429
"Ntsc2230" "Ntsc2230" 20700 0.263157894736842 0.299595141700405
"Ntsc6427" "Ntsc6427" 22947 0.302325581395349 0.244186046511628
"Ntsc6441" "Ntsc6441" 24415 0.245283018867925 0.19811320754717
"Ntsc6457" "Ntsc6457" 13981 0.21969696969697 0.234848484848485
"Ntsc6458" "Ntsc6458" 6695 0.242744063324538 0.277044854881267
"Ntsc6459" "Ntsc6459" 4040 0.204819277108434 0.180722891566265
"Ntsc6495" "Ntsc6495" 4222 0.277777777777778 0.296296296296296
"Ntsc6468" "Ntsc6468" 13502 0.214285714285714 0.262987012987013
"Ntsc2243" "Ntsc2243" 17566 0.191666666666667 0.216666666666667
"Ntsc6469" "Ntsc6469" 22912 0.0925925925925926 0.148148148148148
"Ntsc6470" "Ntsc6470" 29094 0.263610315186246 0.249283667621777
"Ntsc6471" "Ntsc6471" 32870 0.181818181818182 0.257575757575758
"Ntsc6482" "Ntsc6482" 41472 0.236725663716814 0.274336283185841
"Ntsc6483" "Ntsc6483" 49502 0.223076923076923 0.215384615384615
"Ntsc6496" "Ntsc6496" 53162 0.246753246753247 0.256493506493506
"Ntsc6484" "Ntsc6484" 55827 0.252577319587629 0.211340206185567
"Ntsc6498" "Ntsc6498" 58047 0.285714285714286 0.244047619047619
"Ntsc6485" "Ntsc6485" 61382 0.15527950310559 0.204968944099379
"Ntsc6472" "Ntsc6472" 62974 0.282894736842105 0.276315789473684
"Ntsc2244" "Ntsc2244" 66025 0.251612903225806 0.2
"Ntsc2250" "Ntsc2250" 68034 0.253150057273769 0.255441008018328
"Ntsc6486" "Ntsc6486" 76933 0.26457399103139 0.26457399103139
"Ntsc6473" "Ntsc6473" 79165 0.253333333333333 0.253333333333333
"Ntsc2238" "Ntsc2238" 85753 0.0857142857142857 0.228571428571429
"Ntsc6474" "Ntsc6474" 88470 0.292592592592593 0.240740740740741
"Ntsc6475" "Ntsc6475" 92804 0.1875 0.266447368421053
"Ntsc2245" "Ntsc2245" 101261 0.268206039076377 0.282415630550622
"Ntsc6476" "Ntsc6476" 107827 0.270742358078603 0.248908296943231
"Ntsc2246" "Ntsc2246" 110372 0.236111111111111 0.229166666666667
"Ntsc2247" "Ntsc2247" 114826 0.259259259259259 0.259259259259259
"Ntsc6499" "Ntsc6499" 116283 0.302752293577982 0.307339449541284
"Ntsc2239" "Ntsc2239" 118271 0.138339920948617 0.162055335968379
"Ntsc6477" "Ntsc6477" 124645 0.253731343283582 0.238805970149254
"Ntsc6487" "Ntsc6487" 126149 0.265714285714286 0.274285714285714
"Ntsc2240" "Ntsc2240" 130571 0.270440251572327 0.308176100628931
"Ntsc2248" "Ntsc2248" 132751 0.275229357798165 0.299694189602446
"Ntsc6478" "Ntsc6478" 135989 0.270321361058601 0.258979206049149
"Ntsc2249" "Ntsc2249" 140189 0.330188679245283 0.254716981132075
"Ntsc6500" "Ntsc6500" 142422 0.218543046357616 0.211920529801325
"Ntsc8072" "Ntsc8072" 146825 0.229007633587786 0.305343511450382
"Ntsc6488" "Ntsc6488" 148527 0.235668789808917 0.248407643312102
"Ntsc6501" "Ntsc6501" 152527 0.22877358490566 0.240566037735849
"Ntsc8073" "Ntsc8073" 159119 0.197802197802198 0.21978021978022
"Ntsc6489" "Ntsc6489" 161054 0.250996015936255 0.298804780876494
"Ntsc6490" "Ntsc6490" 166201 0.25974025974026 0.279220779220779
"Ntsc6479" "Ntsc6479" 177337 0.273809523809524 0.238095238095238
"Ntsc6491" "Ntsc6491" 178586 0.267190569744597 0.31041257367387
"Ntsc2241" "Ntsc2241" 183980 0.267045454545455 0.272727272727273
"Ntsc2242" "Ntsc2242" 187079 0.273333333333333 0.273333333333333
"Ntsc6480" "Ntsc6480" 189404 0.251207729468599 0.198067632850242
"Ntsc6492" "Ntsc6492" 185849 0.179487179487179 0.256410256410256
"Ntsc6497" "Ntsc6497" 183632 0.245714285714286 0.257142857142857
"Ntsc6493" "Ntsc6493" 180019 0.279475982532751 0.301310043668122
"Ntsc6481" "Ntsc6481" 177451 0.191304347826087 0.182608695652174
"Ntsc6494" "Ntsc6494" 169883 0.216911764705882 0.227941176470588
"Ntsc6508" "Ntsc6508" 162643 0.240425531914894 0.248936170212766
"Ntsc2251" "Ntsc2251" 161012 0.272727272727273 0.318181818181818
"Ntsc6509" "Ntsc6509" 157555 0.234299516908213 0.297101449275362
"Ntsc6520" "Ntsc6520" 152270 0.260340632603406 0.309002433090024
"Ntsc8078" "Ntsc8078" 147716 0.236714975845411 0.243961352657005
"Ntsc6522" "Ntsc6522" 144393 0.27536231884058 0.265700483091787
"Ntsc2253" "Ntsc2253" 132895 0.299270072992701 0.277372262773723
"Ntsc2254" "Ntsc2254" 129258 0.282051282051282 0.245421245421245
"Ntsc8074" "Ntsc8074" 126704 0.276595744680851 0.234042553191489
"Ntsc6502" "Ntsc6502" 121260 0.180094786729858 0.213270142180095
"Ntsc2255" "Ntsc2255" 115302 0.238505747126437 0.229885057471264
"Ntsc6523" "Ntsc6523" 110795 0.243654822335025 0.230964467005076
"Ntsc6510" "Ntsc6510" 108262 0.204678362573099 0.251461988304094
"Ntsc6524" "Ntsc6524" 105761 0.293478260869565 0.298913043478261
"Ntsc8075" "Ntsc8075" 98978 0.200657894736842 0.246710526315789
"Ntsc6511" "Ntsc6511" 97793 0.282051282051282 0.256410256410256
"Ntsc8076" "Ntsc8076" 94914 0.235294117647059 0.176470588235294
"Ntsc6525" "Ntsc6525" 92253 0.268456375838926 0.288590604026846
"Ntsc6503" "Ntsc6503" 86005 0.252840909090909 0.269886363636364
"Ntsc6512" "Ntsc6512" 84108 0.213793103448276 0.2
"Ntsc6504" "Ntsc6504" 81565 0.253588516746411 0.267942583732057
"Ntsc6513" "Ntsc6513" 79351 0.274390243902439 0.213414634146341
"Ntsc2252" "Ntsc2252" 76885 0.276422764227642 0.25609756097561
"Ntsc6514" "Ntsc6514" 70195 0.229390681003584 0.270609318996416
"Ntsc2256" "Ntsc2256" 66012 0.243346007604563 0.220532319391635
"Ntsc8079" "Ntsc8079" 62496 0.21551724137931 0.241379310344828
"Ntsc8077" "Ntsc8077" 59965 0.202247191011236 0.168539325842697
"Ntsc2257" "Ntsc2257" 57892 0.19774011299435 0.242937853107345
"Ntsc6515" "Ntsc6515" 49541 0.25181598062954 0.25181598062954
"Ntsc6505" "Ntsc6505" 47305 0.279569892473118 0.297491039426523
"Ntsc6516" "Ntsc6516" 46013 0.291338582677165 0.251968503937008
"Ntsc6517" "Ntsc6517" 40130 0.22279792746114 0.225388601036269
"Ntsc2258" "Ntsc2258" 33993 0.247104247104247 0.260617760617761
"Ntsc6521" "Ntsc6521" 18746 0.276595744680851 0.276595744680851
"Ntsc6506" "Ntsc6506" 15142 0.244604316546763 0.23021582733813
"Ntsc6526" "Ntsc6526" 11268 0.289940828402367 0.289940828402367
"Ntsc6518" "Ntsc6518" 6466 0.190789473684211 0.236842105263158
"Ntsc6527" "Ntsc6527" 4039 0.197674418604651 0.180232558139535
"Ntsc2259" "Ntsc2259" 10606 0.2125 0.2125
"Ntsc6519" "Ntsc6519" 19868 0.287581699346405 0.294117647058824
"Ntsc6507" "Ntsc6507" 22270 0.216867469879518 0.234939759036145
"Ntsc6528" "Ntsc6528" 16092 0.234375 0.270833333333333
"Ntsc6529" "Ntsc6529" 12259 0.206896551724138 0.229885057471264
"Ntsc2260" "Ntsc2260" 7962 0.283018867924528 0.245283018867925
"Ntsc6530" "Ntsc6530" 6542 0.269005847953216 0.286549707602339
"Ntsc6531" "Ntsc6531" 4383 0.26865671641791 0.328358208955224
"Ntsc6540" "Ntsc6540" 1423 0.240963855421687 0.280120481927711
"Ntsc6535" "Ntsc6535" 2869 0.172 0.284
"Ntsc6532" "Ntsc6532" 5699 0.249240121580547 0.322188449848024
"Ntsc6536" "Ntsc6536" 9462 0.271186440677966 0.271186440677966
"Ntsc6537" "Ntsc6537" 12452 0.247311827956989 0.261648745519713
"Ntsc2261" "Ntsc2261" 15005 0.231441048034935 0.248908296943231
"Ntsc6539" "Ntsc6539" 17400 0.274193548387097 0.145161290322581
"Ntsc6533" "Ntsc6533" 18452 0.259445843828715 0.239294710327456
"Ntsc6538" "Ntsc6538" 22940 0.196261682242991 0.233644859813084
"Ntsc6534" "Ntsc6534" 26026 0.207865168539326 0.25
"Ntsc2262" "Ntsc2262" 29782 0.274509803921569 0.323529411764706
"Ntsc6544" "Ntsc6544" 33031 0.271641791044776 0.292537313432836
"Ntsc6542" "Ntsc6542" 40428 0.282407407407407 0.305555555555556
"Ntsc2264" "Ntsc2264" 42072 0.195121951219512 0.252032520325203
"Ntsc6543" "Ntsc6543" 43166 0.195652173913043 0.195652173913043
"Ntsc2263" "Ntsc2263" 44686 0.231168831168831 0.277922077922078
"Ntsc6541" "Ntsc6541" 49613 0.259615384615385 0.278846153846154
"Ntsc6549" "Ntsc6549" 40422 0.255757575757576 0.268484848484848
"Ntsc6547" "Ntsc6547" 31422 0.297650130548303 0.339425587467363
"Ntsc8080" "Ntsc8080" 23602 0.241286863270777 0.241286863270777
"Ntsc2265" "Ntsc2265" 12628 0.234567901234568 0.253086419753086
"Ntsc6545" "Ntsc6545" 8963 0.248618784530387 0.303867403314917
"Ntsc6548" "Ntsc6548" 717 0.169184290030211 0.220543806646526
"Ntsc6546" "Ntsc6546" 3377 0.246913580246914 0.302469135802469
"Ntsc6564" "Ntsc6564" 12007 0.240121580547112 0.240121580547112
"Ntsc2270" "Ntsc2270" 16200 0.226190476190476 0.226190476190476
"Ntsc6569" "Ntsc6569" 19740 0.208860759493671 0.259493670886076
"Ntsc6550" "Ntsc6550" 22749 0.27007299270073 0.226277372262774
"Ntsc6556" "Ntsc6556" 24594 0.205882352941176 0.323529411764706
"Ntsc2275" "Ntsc2275" 39772 0.285714285714286 0.26984126984127
"Ntsc6557" "Ntsc6557" 46378 0.259259259259259 0.240740740740741
"Ntsc6570" "Ntsc6570" 47007 0.288888888888889 0.355555555555556
"Ntsc6558" "Ntsc6558" 41628 0.258064516129032 0.286290322580645
"Ntsc6551" "Ntsc6551" 29280 0.257575757575758 0.292929292929293
"Ntsc6565" "Ntsc6565" 23602 0.0933333333333333 0.0666666666666667
"Ntsc6559" "Ntsc6559" 22280 0.180327868852459 0.19672131147541
"Ntsc2266" "Ntsc2266" 19549 0.320987654320988 0.259259259259259
"Ntsc2271" "Ntsc2271" 14937 0.22247191011236 0.233707865168539
"Ntsc6566" "Ntsc6566" 7302 0.214876033057851 0.272727272727273
"Ntsc2267" "Ntsc2267" 4391 0.254901960784314 0.241830065359477
"Ntsc6552" "Ntsc6552" 948 0.173652694610778 0.227544910179641
"Ntsc6567" "Ntsc6567" 11155 0.231707317073171 0.26219512195122
"Ntsc2272" "Ntsc2272" 20256 0.243713733075435 0.253384912959381
"Ntsc6553" "Ntsc6553" 31829 0.189102564102564 0.224358974358974
"Ntsc2273" "Ntsc2273" 36177 0.191256830601093 0.256830601092896
"Ntsc6571" "Ntsc6571" 38440 0.204545454545455 0.261363636363636
"Ntsc6572" "Ntsc6572" 40917 0.25974025974026 0.25974025974026
"Ntsc2274" "Ntsc2274" 44359 0.255696202531646 0.227848101265823
"Ntsc6568" "Ntsc6568" 54459 0.259887005649718 0.282485875706215
"Ntsc6560" "Ntsc6560" 56510 0.294117647058824 0.364705882352941
"Ntsc6554" "Ntsc6554" 60460 0.262745098039216 0.250980392156863
"Ntsc6561" "Ntsc6561" 65025 0.270386266094421 0.270386266094421
"Ntsc2268" "Ntsc2268" 69693 0.228155339805825 0.228155339805825
"Ntsc6555" "Ntsc6555" 73690 0.282157676348548 0.257261410788382
"Ntsc2269" "Ntsc2269" 76125 0.17910447761194 0.208955223880597
"Ntsc6562" "Ntsc6562" 79950 0.296875 0.21875
"Ntsc6563" "Ntsc6563" 82396 0.26158038147139 0.277929155313351
"Ntsc6573" "Ntsc6573" 86158 0.204081632653061 0.26530612244898
"Ntsc6577" "Ntsc6577" 81852 0.206666666666667 0.26
"Ntsc6578" "Ntsc6578" 76656 0.215909090909091 0.215909090909091
"Ntsc2276" "Ntsc2276" 74951 0.241758241758242 0.241758241758242
"Ntsc6579" "Ntsc6579" 71937 0.242290748898678 0.215859030837004
"Ntsc6574" "Ntsc6574" 68859 0.266272189349112 0.27810650887574
"Ntsc6575" "Ntsc6575" 64496 0.229813664596273 0.242236024844721
"Ntsc2277" "Ntsc2277" 55620 0.310679611650485 0.233009708737864
"Ntsc2278" "Ntsc2278" 51036 0.149659863945578 0.258503401360544
"Ntsc6576" "Ntsc6576" 40503 0.242574257425743 0.277227722772277
"Ntsc6612" "Ntsc6612" 31843 0.18848167539267 0.219895287958115
"Ntsc6590" "Ntsc6590" 29215 0.311111111111111 0.266666666666667
"Ntsc8083" "Ntsc8083" 27727 0.298387096774194 0.258064516129032
"Ntsc6605" "Ntsc6605" 22778 0.25130890052356 0.209424083769634
"Ntsc6591" "Ntsc6591" 19952 0.25 0.115384615384615
"Ntsc6606" "Ntsc6606" 16057 0.283653846153846 0.307692307692308
"Ntsc6592" "Ntsc6592" 13788 0.257142857142857 0.246428571428571
"Ntsc6593" "Ntsc6593" 10620 0.233962264150943 0.249056603773585
"Ntsc6607" "Ntsc6607" 7169 0.237113402061856 0.242268041237113
"Ntsc6594" "Ntsc6594" 2088 0.253731343283582 0.313432835820896
"Ntsc2283" "Ntsc2283" 4533 0.215909090909091 0.238636363636364
"Ntsc6581" "Ntsc6581" 9175 0.254746835443038 0.28006329113924
"Ntsc6613" "Ntsc6613" 16223 0.267857142857143 0.196428571428571
"Ntsc2284" "Ntsc2284" 18977 0.226277372262774 0.240875912408759
"Ntsc2285" "Ntsc2285" 21532 0.173913043478261 0.217391304347826
"Ntsc2286" "Ntsc2286" 23612 0.218181818181818 0.381818181818182
"Ntsc6595" "Ntsc6595" 24982 0.266666666666667 0.294117647058824
"Ntsc6582" "Ntsc6582" 28342 0.246543778801843 0.258064516129032
"Ntsc6596" "Ntsc6596" 30998 0.157894736842105 0.105263157894737
"Ntsc2282" "Ntsc2282" 32919 0.242990654205607 0.271028037383178
"Ntsc6583" "Ntsc6583" 38856 0.148148148148148 0.25
"Ntsc6584" "Ntsc6584" 42762 0.246753246753247 0.25974025974026
"Ntsc6597" "Ntsc6597" 43903 0.178743961352657 0.169082125603865
"Ntsc2288" "Ntsc2288" 47133 0.236842105263158 0.210526315789474
"Ntsc6614" "Ntsc6614" 48543 0.24248496993988 0.260521042084168
"Ntsc6598" "Ntsc6598" 59078 0.215827338129496 0.276978417266187
"Ntsc2291" "Ntsc2291" 66637 0.252764612954186 0.282780410742496
"Ntsc2287" "Ntsc2287" 72999 0.235849056603774 0.19811320754717
"Ntsc2279" "Ntsc2279" 74186 0.168539325842697 0.241573033707865
"Ntsc2280" "Ntsc2280" 71716 0.245762711864407 0.220338983050847
"Ntsc8081" "Ntsc8081" 68617 0.2875 0.3
"Ntsc8082" "Ntsc8082" 65525 0.187919463087248 0.194630872483221
"Ntsc6585" "Ntsc6585" 63663 0.21105527638191 0.221105527638191
"Ntsc6599" "Ntsc6599" 61773 0.158227848101266 0.227848101265823
"Ntsc6615" "Ntsc6615" 59094 0.278787878787879 0.327272727272727
"Ntsc6608" "Ntsc6608" 52525 0.225 0.15
"Ntsc6600" "Ntsc6600" 49621 0.284210526315789 0.273684210526316
"Ntsc6601" "Ntsc6601" 47248 0.235294117647059 0.223529411764706
"Ntsc6602" "Ntsc6602" 42964 0.231958762886598 0.288659793814433
"Ntsc6586" "Ntsc6586" 37087 0.221830985915493 0.253521126760563
"Ntsc2281" "Ntsc2281" 33867 0.255555555555556 0.255555555555556
"Ntsc6610" "Ntsc6610" 33190 0.24 0.36
"Ntsc6609" "Ntsc6609" 32226 0.282051282051282 0.179487179487179
"Ntsc6587" "Ntsc6587" 23321 0.222222222222222 0.277777777777778
"Ntsc6603" "Ntsc6603" 15196 0.253632760898283 0.303830911492735
"Ntsc6616" "Ntsc6616" 13953 0 0.333333333333333
"Ntsc6617" "Ntsc6617" 8655 0.263254113345521 0.287020109689214
"Ntsc6604" "Ntsc6604" 1664 0.269461077844311 0.293413173652695
"Ntsc6588" "Ntsc6588" 6264 0.222513089005236 0.256544502617801
"Ntsc2289" "Ntsc2289" 2016 0.229813664596273 0.186335403726708
"Ntsc2290" "Ntsc2290" 1653 0.296511627906977 0.244186046511628
"Ntsc6589" "Ntsc6589" 0 0.175757575757576 0.181818181818182
"Ntsc6611" "Ntsc6611" 5661 0.195121951219512 0.268292682926829
"Ntsc2292" "Ntsc2292" 11185 0.147058823529412 0.161764705882353
"Ntsc2293" "Ntsc2293" 13832 0.193548387096774 0.17741935483871
"Ntsc6631" "Ntsc6631" 14414 0.247104247104247 0.258687258687259
"Ntsc6619" "Ntsc6619" 7090 0.257894736842105 0.226315789473684
"Ntsc6632" "Ntsc6632" 4514 0.228758169934641 0.241830065359477
"Ntsc6620" "Ntsc6620" 957 0.212464589235127 0.280453257790368
"Ntsc6633" "Ntsc6633" 10886 0.241935483870968 0.219354838709677
"Ntsc8084" "Ntsc8084" 11666 0.27027027027027 0.297297297297297
"Ntsc6621" "Ntsc6621" 2971 0.230769230769231 0.247252747252747
"Ntsc6643" "Ntsc6643" 1 0.193548387096774 0.189516129032258
"Ntsc6622" "Ntsc6622" 532 0.2 0.228571428571429
"Ntsc6623" "Ntsc6623" 2580 0.264069264069264 0.272727272727273
"Ntsc2304" "Ntsc2304" 4818 0.226415094339623 0.226415094339623
"Ntsc2294" "Ntsc2294" 6838 0.220588235294118 0.301470588235294
"Ntsc2295" "Ntsc2295" 5168 0.12962962962963 0.185185185185185
"Ntsc6634" "Ntsc6634" 936 0.252380952380952 0.295238095238095
"Ntsc6624" "Ntsc6624" 8094 0.190839694656489 0.232824427480916
"Ntsc2296" "Ntsc2296" 13101 0.444444444444444 0.222222222222222
"Ntsc6644" "Ntsc6644" 14074 0.232456140350877 0.293859649122807
"Ntsc2300" "Ntsc2300" 22489 0.178294573643411 0.271317829457364
"Ntsc6645" "Ntsc6645" 24359 0.304347826086957 0.304347826086957
"Ntsc6635" "Ntsc6635" 27138 0.202247191011236 0.359550561797753
"Ntsc2301" "Ntsc2301" 28948 0.22680412371134 0.268041237113402
"Ntsc6641" "Ntsc6641" 31301 0.204545454545455 0.21969696969697
"Ntsc6625" "Ntsc6625" 32637 0.3125 0.1875
"Ntsc6626" "Ntsc6626" 19404 0.23121387283237 0.254335260115607
"Ntsc6636" "Ntsc6636" 6419 0.21656050955414 0.178343949044586
"Ntsc2297" "Ntsc2297" 3605 0.241830065359477 0.352941176470588
"Ntsc6637" "Ntsc6637" 1944 0.253164556962025 0.291139240506329
"Ntsc6638" "Ntsc6638" 383 0.15702479338843 0.223140495867769
"Ntsc6627" "Ntsc6627" 1140 0.212121212121212 0.257575757575758
"Ntsc6639" "Ntsc6639" 1944 NA NA
"Ntsc2298" "Ntsc2298" 3514 0.231316725978648 0.282918149466192
"Ntsc6628" "Ntsc6628" 8282 0.4 0.377777777777778
"Ntsc6629" "Ntsc6629" 10701 0.133333333333333 0.1
"Ntsc2302" "Ntsc2302" 12082 0.323076923076923 0.284615384615385
"Ntsc6646" "Ntsc6646" 27952 0.269662921348315 0.292134831460674
"Ntsc6640" "Ntsc6640" 30865 0.251012145748988 0.283400809716599
"Ntsc6642" "Ntsc6642" 34310 0.283536585365854 0.286585365853659
