Geneid	crassa_BA_sex	crassa_BA_veg	crassa_sa_sex	crassa_sa_veg	L1_BA_sex	L1_BA_veg	L1_sa_sex	L1_sa_veg	L10_BA_sex	L10_BA_veg	L10_sa_sex	L10_sa_veg	L6_BA_sex	L6_BA_veg	L6_sa_sex	L6_sa_veg	sito_BA_sex	sito_BA_veg	sito_sa_sex	sito_sa_veg
Ntsc3912	0.272189349112426	0.260355029585799	0.21301775147929	0.189349112426035	0.266272189349112	0.189349112426035	0.201183431952663	0.171597633136095	0.189349112426035	0.242603550295858	0.201183431952663	0.21301775147929	0.201183431952663	0.201183431952663	0.248520710059172	0.189349112426035	0.27810650887574	0.242603550295858	0.319526627218935	0.218934911242604
Ntsc3932	0.179487179487179	0.102564102564103	0.307692307692308	0.128205128205128	0.179487179487179	0.256410256410256	0.179487179487179	0.205128205128205	0.282051282051282	0.358974358974359	0.230769230769231	0.205128205128205	0.128205128205128	0.205128205128205	0.179487179487179	0.128205128205128	0.128205128205128	0.153846153846154	0.256410256410256	0.128205128205128
Ntsc3904	0.308943089430894	0.276422764227642	0.235772357723577	0.260162601626016	0.260162601626016	0.252032520325203	0.186991869918699	0.211382113821138	0.260162601626016	0.268292682926829	0.276422764227642	0.284552845528455	0.219512195121951	0.195121951219512	0.203252032520325	0.227642276422764	0.260162601626016	0.235772357723577	0.260162601626016	0.300813008130081
Ntsc1446	0.259776536312849	0.256983240223464	0.293296089385475	0.251396648044693	0.212290502793296	0.212290502793296	0.17877094972067	0.187150837988827	0.248603351955307	0.217877094972067	0.240223463687151	0.223463687150838	0.17877094972067	0.181564245810056	0.220670391061453	0.189944134078212	0.276536312849162	0.259776536312849	0.284916201117318	0.251396648044693
Ntsc1445	0.333333333333333	0	0.133333333333333	0.133333333333333	0.0666666666666667	0	0.0666666666666667	0	0.2	0.4	0.333333333333333	0.333333333333333	0.266666666666667	0.2	0.333333333333333	0.333333333333333	0.2	0.266666666666667	0.266666666666667	0.2
Ntsc3903	0.289156626506024	0.234939759036145	0.289156626506024	0.246987951807229	0.210843373493976	0.186746987951807	0.192771084337349	0.204819277108434	0.240963855421687	0.216867469879518	0.186746987951807	0.168674698795181	0.180722891566265	0.162650602409639	0.192771084337349	0.156626506024096	0.216867469879518	0.186746987951807	0.210843373493976	0.204819277108434
Ntsc3902	0.268888888888889	0.253333333333333	0.284444444444444	0.222222222222222	0.237777777777778	0.224444444444444	0.204444444444444	0.24	0.24	0.271111111111111	0.275555555555556	0.226666666666667	0.22	0.191111111111111	0.273333333333333	0.231111111111111	0.266666666666667	0.28	0.313333333333333	0.24
Ntsc7888	0.278761061946903	0.212389380530973	0.243362831858407	0.212389380530973	0.150442477876106	0.207964601769911	0.146017699115044	0.172566371681416	0.20353982300885	0.185840707964602	0.212389380530973	0.199115044247788	0.15929203539823	0.146017699115044	0.221238938053097	0.168141592920354	0.221238938053097	0.221238938053097	0.269911504424779	0.207964601769911
Ntsc3901	0.236714975845411	0.236714975845411	0.227053140096618	0.241545893719807	0.21256038647343	0.236714975845411	0.207729468599034	0.217391304347826	0.231884057971014	0.207729468599034	0.251207729468599	0.270531400966184	0.241545893719807	0.178743961352657	0.236714975845411	0.159420289855072	0.198067632850242	0.188405797101449	0.256038647342995	0.217391304347826
Ntsc1444	0.289855072463768	0.173913043478261	0.260869565217391	0.202898550724638	0.130434782608696	0.173913043478261	0.115942028985507	0.144927536231884	0.130434782608696	0.304347826086957	0.231884057971014	0.318840579710145	0.144927536231884	0.188405797101449	0.217391304347826	0.231884057971014	0.144927536231884	0.188405797101449	0.289855072463768	0.115942028985507
Ntsc3911	0.228855721393035	0.248756218905473	0.233830845771144	0.194029850746269	0.213930348258706	0.164179104477612	0.169154228855721	0.164179104477612	0.218905472636816	0.199004975124378	0.203980099502488	0.243781094527363	0.18407960199005	0.17910447761194	0.248756218905473	0.164179104477612	0.253731343283582	0.208955223880597	0.303482587064677	0.243781094527363
Ntsc3910	0.212264150943396	0.212264150943396	0.212264150943396	0.202830188679245	0.193396226415094	0.179245283018868	0.179245283018868	0.19811320754717	0.202830188679245	0.231132075471698	0.212264150943396	0.202830188679245	0.202830188679245	0.19811320754717	0.245283018867925	0.188679245283019	0.264150943396226	0.216981132075472	0.278301886792453	0.19811320754717
Ntsc3900	0.242574257425743	0.272277227722772	0.252475247524752	0.222772277227723	0.183168316831683	0.202970297029703	0.198019801980198	0.163366336633663	0.267326732673267	0.207920792079208	0.222772277227723	0.252475247524752	0.163366336633663	0.178217821782178	0.183168316831683	0.183168316831683	0.262376237623762	0.222772277227723	0.252475247524752	0.212871287128713
Ntsc3899	0.302919708029197	0.248175182481752	0.255474452554745	0.248175182481752	0.193430656934307	0.186131386861314	0.200729927007299	0.211678832116788	0.244525547445255	0.200729927007299	0.233576642335766	0.208029197080292	0.208029197080292	0.145985401459854	0.237226277372263	0.124087591240876	0.240875912408759	0.255474452554745	0.317518248175182	0.262773722627737
Ntsc3898	0.219512195121951	0.203252032520325	0.252032520325203	0.219512195121951	0.146341463414634	0.195121951219512	0.16260162601626	0.170731707317073	0.260162601626016	0.203252032520325	0.170731707317073	0.170731707317073	0.154471544715447	0.178861788617886	0.16260162601626	0.178861788617886	0.235772357723577	0.170731707317073	0.170731707317073	0.211382113821138
Ntsc1434	0.206896551724138	0.103448275862069	0.275862068965517	0.310344827586207	0.344827586206897	0.379310344827586	0.137931034482759	0.344827586206897	0.241379310344828	0.137931034482759	0.172413793103448	0.310344827586207	0.137931034482759	0.275862068965517	0.310344827586207	0.137931034482759	0.206896551724138	0.275862068965517	0.310344827586207	0.241379310344828
Ntsc1433	0.272727272727273	0.293255131964809	0.299120234604106	0.275659824046921	0.252199413489736	0.205278592375367	0.173020527859238	0.24633431085044	0.26099706744868	0.269794721407625	0.281524926686217	0.275659824046921	0.237536656891496	0.208211143695015	0.278592375366569	0.193548387096774	0.263929618768328	0.278592375366569	0.255131964809384	0.225806451612903
Ntsc3897	0.147540983606557	0.180327868852459	0.262295081967213	0.180327868852459	0.229508196721311	0.147540983606557	0.213114754098361	0.229508196721311	0.180327868852459	0.229508196721311	0.180327868852459	0.278688524590164	0.180327868852459	0.163934426229508	0.163934426229508	0.180327868852459	0.163934426229508	0.245901639344262	0.213114754098361	0.229508196721311
Ntsc1432	0.191846522781775	0.189448441247002	0.191846522781775	0.165467625899281	0.203836930455636	0.170263788968825	0.136690647482014	0.172661870503597	0.232613908872902	0.158273381294964	0.163069544364508	0.184652278177458	0.184652278177458	0.13189448441247	0.201438848920863	0.177458033573141	0.20863309352518	0.179856115107914	0.23021582733813	0.194244604316547
Ntsc3896	0.268817204301075	0.295698924731183	0.279569892473118	0.21505376344086	0.193548387096774	0.220430107526882	0.155913978494624	0.161290322580645	0.21505376344086	0.193548387096774	0.225806451612903	0.21505376344086	0.198924731182796	0.155913978494624	0.252688172043011	0.155913978494624	0.236559139784946	0.188172043010753	0.279569892473118	0.182795698924731
Ntsc1428	0.304347826086957	0.347826086956522	0.217391304347826	0.304347826086957	0.304347826086957	0.260869565217391	0.217391304347826	0.217391304347826	0.347826086956522	0.347826086956522	0.391304347826087	0.347826086956522	0.478260869565217	0.478260869565217	0.260869565217391	0.173913043478261	0.304347826086957	0.391304347826087	0.391304347826087	0.391304347826087
Ntsc1431	0.245454545454545	0.272727272727273	0.263636363636364	0.209090909090909	0.209090909090909	0.236363636363636	0.227272727272727	0.172727272727273	0.245454545454545	0.236363636363636	0.236363636363636	0.254545454545455	0.190909090909091	0.163636363636364	0.290909090909091	0.163636363636364	0.245454545454545	0.227272727272727	0.3	0.254545454545455
Ntsc1430	0.264331210191083	0.248407643312102	0.299363057324841	0.251592356687898	0.232484076433121	0.210191082802548	0.21656050955414	0.203821656050955	0.264331210191083	0.289808917197452	0.270700636942675	0.28343949044586	0.222929936305732	0.213375796178344	0.251592356687898	0.219745222929936	0.328025477707006	0.251592356687898	0.318471337579618	0.277070063694268
Ntsc1429	0.232432432432432	0.189189189189189	0.237837837837838	0.172972972972973	0.172972972972973	0.183783783783784	0.162162162162162	0.227027027027027	0.210810810810811	0.210810810810811	0.210810810810811	0.194594594594595	0.194594594594595	0.145945945945946	0.183783783783784	0.124324324324324	0.167567567567568	0.189189189189189	0.189189189189189	0.151351351351351
Ntsc3895	0.22360248447205	0.198757763975155	0.226708074534162	0.239130434782609	0.170807453416149	0.180124223602484	0.145962732919255	0.161490683229814	0.201863354037267	0.204968944099379	0.18944099378882	0.192546583850932	0.180124223602484	0.177018633540373	0.186335403726708	0.177018633540373	0.263975155279503	0.18944099378882	0.242236024844721	0.267080745341615
Ntsc1426	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0
Ntsc1427	0.284722222222222	0.25	0.277777777777778	0.263888888888889	0.159722222222222	0.1875	0.166666666666667	0.152777777777778	0.201388888888889	0.194444444444444	0.1875	0.201388888888889	0.138888888888889	0.131944444444444	0.194444444444444	0.166666666666667	0.243055555555556	0.166666666666667	0.243055555555556	0.256944444444444
Ntsc3894	0.247663551401869	0.233644859813084	0.247663551401869	0.210280373831776	0.205607476635514	0.214953271028037	0.182242990654206	0.191588785046729	0.257009345794392	0.182242990654206	0.238317757009346	0.228971962616822	0.172897196261682	0.168224299065421	0.182242990654206	0.154205607476636	0.233644859813084	0.196261682242991	0.247663551401869	0.233644859813084
Ntsc3893	0.0923076923076923	0.184615384615385	0.169230769230769	0.0615384615384615	0.123076923076923	0.123076923076923	0.123076923076923	0.107692307692308	0.215384615384615	0.230769230769231	0.2	0.276923076923077	0.107692307692308	0.153846153846154	0.184615384615385	0.2	0.107692307692308	0.138461538461538	0.184615384615385	0.0923076923076923
Ntsc3892	0.258652094717668	0.245901639344262	0.265938069216758	0.245901639344262	0.205828779599271	0.207650273224044	0.182149362477231	0.209471766848816	0.249544626593807	0.202185792349727	0.256830601092896	0.222222222222222	0.22040072859745	0.198542805100182	0.240437158469945	0.202185792349727	0.275045537340619	0.233151183970856	0.273224043715847	0.258652094717668
Ntsc1425	0.262376237623762	0.247524752475248	0.321782178217822	0.242574257425743	0.232673267326733	0.207920792079208	0.188118811881188	0.148514851485149	0.247524752475248	0.237623762376238	0.267326732673267	0.237623762376238	0.222772277227723	0.178217821782178	0.262376237623762	0.193069306930693	0.207920792079208	0.227722772277228	0.297029702970297	0.277227722772277
Ntsc3891	0.280082987551867	0.195020746887967	0.255186721991701	0.217842323651452	0.203319502074689	0.170124481327801	0.159751037344398	0.180497925311203	0.195020746887967	0.221991701244813	0.174273858921162	0.236514522821577	0.190871369294606	0.157676348547718	0.20746887966805	0.145228215767635	0.221991701244813	0.221991701244813	0.234439834024896	0.174273858921162
Ntsc1424	0.282051282051282	0.222222222222222	0.286324786324786	0.269230769230769	0.282051282051282	0.247863247863248	0.256410256410256	0.256410256410256	0.277777777777778	0.252136752136752	0.282051282051282	0.273504273504274	0.269230769230769	0.230769230769231	0.273504273504274	0.213675213675214	0.252136752136752	0.235042735042735	0.282051282051282	0.256410256410256
Ntsc3890	0.195121951219512	0.231707317073171	0.219512195121951	0.195121951219512	0.170731707317073	0.231707317073171	0.170731707317073	0.182926829268293	0.170731707317073	0.195121951219512	0.24390243902439	0.24390243902439	0.170731707317073	0.182926829268293	0.158536585365854	0.170731707317073	0.231707317073171	0.341463414634146	0.268292682926829	0.268292682926829
Ntsc3888	0.213793103448276	0.186206896551724	0.220689655172414	0.213793103448276	0.23448275862069	0.158620689655172	0.193103448275862	0.2	0.2	0.213793103448276	0.16551724137931	0.179310344827586	0.193103448275862	0.16551724137931	0.186206896551724	0.158620689655172	0.2	0.186206896551724	0.248275862068966	0.158620689655172
Ntsc3887	0.276497695852535	0.23963133640553	0.28110599078341	0.244239631336406	0.262672811059908	0.248847926267281	0.216589861751152	0.221198156682028	0.299539170506912	0.248847926267281	0.276497695852535	0.285714285714286	0.211981566820276	0.211981566820276	0.258064516129032	0.211981566820276	0.290322580645161	0.235023041474654	0.258064516129032	0.184331797235023
Ntsc3889	0.255813953488372	0.248062015503876	0.255813953488372	0.193798449612403	0.24031007751938	0.186046511627907	0.162790697674419	0.155038759689922	0.24031007751938	0.201550387596899	0.271317829457364	0.155038759689922	0.201550387596899	0.162790697674419	0.217054263565891	0.170542635658915	0.263565891472868	0.24031007751938	0.302325581395349	0.209302325581395
Ntsc3877	0.266666666666667	0.229166666666667	0.25	0.2375	0.195833333333333	0.195833333333333	0.170833333333333	0.2	0.2375	0.1875	0.2375	0.208333333333333	0.195833333333333	0.145833333333333	0.2125	0.179166666666667	0.2125	0.15	0.195833333333333	0.2125
Ntsc3874	0.3046875	0.2109375	0.2734375	0.2109375	0.171875	0.15625	0.171875	0.203125	0.171875	0.203125	0.234375	0.234375	0.2421875	0.2109375	0.171875	0.171875	0.2421875	0.2109375	0.2109375	0.234375
Ntsc3883	0.142857142857143	0.142857142857143	0.107142857142857	0.178571428571429	0.214285714285714	0.285714285714286	0.178571428571429	0.142857142857143	0.107142857142857	0.142857142857143	0.0714285714285714	0.178571428571429	0.178571428571429	0.107142857142857	0.107142857142857	0.142857142857143	0.142857142857143	0.25	0.214285714285714	0.321428571428571
Ntsc1423	0.206896551724138	0.228448275862069	0.219827586206897	0.198275862068966	0.155172413793103	0.202586206896552	0.168103448275862	0.185344827586207	0.202586206896552	0.21551724137931	0.185344827586207	0.189655172413793	0.137931034482759	0.120689655172414	0.172413793103448	0.146551724137931	0.202586206896552	0.176724137931034	0.219827586206897	0.193965517241379
Ntsc3881	0.285714285714286	0.274725274725275	0.296703296703297	0.296703296703297	0.252747252747253	0.230769230769231	0.186813186813187	0.10989010989011	0.274725274725275	0.274725274725275	0.274725274725275	0.21978021978022	0.197802197802198	0.208791208791209	0.230769230769231	0.252747252747253	0.263736263736264	0.21978021978022	0.296703296703297	0.296703296703297
Ntsc3880	0.240909090909091	0.259090909090909	0.290909090909091	0.281818181818182	0.168181818181818	0.172727272727273	0.213636363636364	0.209090909090909	0.227272727272727	0.190909090909091	0.236363636363636	0.240909090909091	0.213636363636364	0.240909090909091	0.227272727272727	0.154545454545455	0.227272727272727	0.227272727272727	0.227272727272727	0.277272727272727
